#trait_category	trait	trait_name	family	geno	covar	geno_covar	geno_delta	n_variables	WB_test_P	is_significant_in_WB
Biomarkers	INI10030870	Triglycerides	gaussian	0.14062742508395	2.57535927261711e-06	0.140811862097681	0.140809286738408	13593	3.07061756666944e-64	TRUE
Urine_assays	INI30510	Creatinine (enzymatic) in urine	gaussian	0.00437190122081983	0.10864456214291	0.112983486317157	0.00433892417424711	3164	9.66011899798615e-64	TRUE
Disease_outcome	HC132	Angina	binomial	0.574345146990794	0.72976219370544	0.740944197653351	0.0111820039479107	2562	1.20524288542319e-63	TRUE
Psychosocial_factors	BIN_FC20006160	Leisure/social activities (attend sports club or gym in once a week or more often)	binomial	0.546348332829707	0.524991335955741	0.55142072223964	0.0264293862838996	11361	9.6740912838375e-63	TRUE
Disease_outcome	HC868	TTE iridocyclitis	binomial	0.633754032764999	0.553535582642196	0.660231498325444	0.106695915683248	1	7.09873993263102e-62	TRUE
Disease_outcome	HC243	Inguinal hernia	binomial	0.582028727169446	0.793357090733834	0.80644149916948	0.013084408435646	1899	1.24192814653407e-61	TRUE
Psychosocial_factors	BIN2040	Risk taking	binomial	0.539373187574417	0.62384256175524	0.630394141030127	0.0065515792748877	4299	2.15564616717339e-60	TRUE
Health_and_medical_history	BIN_FC11006152	Blood clot or DVT diagnosed by doctor	binomial	0.591762251897011	0.582733859354581	0.626395731661571	0.0436618723069894	534	1.60878846319103e-58	TRUE
Health_and_medical_history	BIN_FC12006152	Blood clot in the leg (DVT) or lung	binomial	0.589562684282396	0.59513909748595	0.634051837963222	0.0389127404772726	551	2.74162038167091e-57	TRUE
Blood_assays	INI30010	Red blood cell count	gaussian	0.117837059640465	0.25657589928648	0.373602847984988	0.117026948698508	20480	5.58979177902233e-57	TRUE
Disease_outcome	HC1574	AD myocardial infarction	binomial	0.585573198049257	0.74733531800982	0.758060002223663	0.010724684213843	1831	3.81812518717102e-56	TRUE
Disease_outcome	HC1261	TTE fibroblastic disorders	binomial	0.576986517000223	0.589656006787409	0.615035472456603	0.0253794656691936	252	9.73549247873032e-56	TRUE
Disease_outcome	HC326	Heart attack (MI)	binomial	0.584321412469583	0.746214407218386	0.756745886698362	0.0105314794799761	1788	1.19826474659079e-55	TRUE
Psychosocial_factors	BIN2010	Suffer from 'nerves'	binomial	0.541603731980625	0.544074142310607	0.55996945066866	0.0158953083580525	3348	1.26856477440031e-54	TRUE
Spirometry	INI3063	FEV1	gaussian	0.0441302581545703	0.462441800092126	0.507741588636848	0.0452997885447219	17732	8.36357134109345e-54	TRUE
Health_and_medical_history	BIN_FC10002492	Taking other prescription medications	binomial	0.532393968816146	0.614503670992507	0.618525232742185	0.00402156174967738	1846	1.16528169202473e-53	TRUE
Lifestyle_and_environment	INI1160	Sleep duration	gaussian	0.00798284329314665	0.0052474716107087	0.0130334185821886	0.00778594697147988	4106	5.18498500565139e-53	TRUE
Bone-densitometry_of_heel	INI78	Heel bone mineral density (BMD) T-score, automated	gaussian	0.14158671447342	0.054917991575807	0.196947390691002	0.142029399115195	14310	5.21346926919838e-53	TRUE
Lifestyle_and_environment	BIN_FC4006144	Never eat sugar	binomial	0.54068550762937	0.605470748812502	0.613806746797395	0.00833599798489304	2816	1.8311982229512e-52	TRUE
Disease_outcome	HC703	TTE disorders of mineral metabolism	binomial	0.57842705919041	0.599734308408398	0.652094103695776	0.0523597952873777	2	1.09517319742893e-51	TRUE
Disease_outcome	HC645	TTE thyrotoxicosis [hyperthyroidism]	binomial	0.633922161106623	0.663990950350016	0.711630087110487	0.0476391367604715	226	1.91624381947947e-51	TRUE
Health_and_medical_history	BIN_FC1006150	Vascular/heart problems diagnosed by doctor Heart attack	binomial	0.600581010722463	0.809798548483241	0.820390829552412	0.0105922810691704	1030	5.0424191062508e-51	TRUE
Biomarkers	INI10030790	Lipoprotein A	gaussian	0.516772655312839	1.71552136841547e-05	0.517868391374107	0.517851236160423	7148	6.27496254147582e-51	TRUE
Lifestyle_and_environment	INI1438	Bread intake	gaussian	0.00329501501665764	0.0932929645640555	0.0964210018025573	0.00312803723850187	3483	1.17699192347912e-49	TRUE
Health_and_medical_history	BIN_FC2006150	Vascular/heart problems diagnosed by doctor Angina	binomial	0.586827637472386	0.797390060385076	0.807136862327802	0.00974680194272559	1852	4.79620920949001e-49	TRUE
Health_and_medical_history	BIN_FC1006152	DVT diagnosed by doctor	binomial	0.594370427859188	0.582427826095914	0.629171483381687	0.0467436572857736	1773	1.72856814880474e-48	TRUE
Health_and_medical_history	BIN_FC6006152	Blood clot in the leg (DVT)	binomial	0.591711279078263	0.594592382475987	0.636441973812035	0.0418495913360484	1530	4.17406817716135e-48	TRUE
Biomarkers	INI10030610	Alkaline phosphatase	gaussian	0.222900087243535	8.10178803989535e-07	0.22291037779597	0.222909567617166	16603	5.47503356280775e-48	TRUE
Disease_outcome	HC166	DVT	binomial	0.592301896149166	0.593040519598613	0.635909310781645	0.0428687911830321	839	2.27299294604328e-47	TRUE
Disease_outcome	HC938	TTE acute myocardial infarction	binomial	0.579767190958966	0.749693245004923	0.759316171159835	0.00962292615491211	1108	5.07491599204999e-47	TRUE
Disease_outcome	HC310	Hiatus hernia	binomial	0.544177832069142	0.641186462760106	0.64792524945986	0.00673878669975436	2553	1.0497196310096e-45	TRUE
Lifestyle_and_environment	QT_FC1001408	Cheese intake	gaussian	0.00852472500673883	0.0158392256807556	0.023125025726854	0.00728580004609835	6678	5.56664441686634e-45	TRUE
Disease_outcome	HC49	Hayfever/allergic rhinitis	binomial	0.559698187412172	0.58116181727211	0.600398994568201	0.0192371772960906	349	7.18473158455365e-45	TRUE
Disease_outcome	HC1102	TTE ulcerative colitis	binomial	0.638466570034943	0.525744222676568	0.638393945712013	0.112649723035445	809	1.53561380303122e-44	TRUE
Disease_outcome	HC55	Hyperthyroidism/thyrotoxicosis	binomial	0.632302537241894	0.665285171669868	0.712351335375923	0.0470661637060554	69	2.26598761870087e-43	TRUE
Disease_outcome	HC25	Cataract	binomial	0.554679684179517	0.731191084669334	0.73685030275519	0.00565921808585634	1214	9.29927643702583e-43	TRUE
Disease_outcome	HC1212	TTE other rheumatoid arthritis	binomial	0.597841175823842	0.633176705049507	0.665586820390979	0.0324101153414714	323	2.02017949558631e-42	TRUE
Disease_outcome	HC1024	TTE nasal polyp	binomial	0.625340016592402	0.63335457158842	0.675803854835829	0.0424492832474095	433	2.46268575600718e-42	TRUE
Health_and_medical_history	BIN_FC10002986	Started insulin within one year diagnosis of diabetes	binomial	0.710855396499752	0.647540142070447	0.741747222227145	0.094207080156698	68	2.85909921775885e-42	TRUE
Disease_outcome	HC430	Rheumatoid arthritis	binomial	0.60017682288943	0.634174602478708	0.665413549304468	0.03123894682576	175	3.57956537895385e-42	TRUE
Disease_outcome	HC1190	TTE seborrhoeic keratosis	binomial	0.5624836886303	0.612657168599558	0.627685663609949	0.0150284950103907	1368	5.86830213786449e-42	TRUE
Health_and_medical_history	BIN_FC1002306	Weight change compared with 1 year ago	binomial	0.52950216847653	0.57978409623658	0.584335537798114	0.00455144156153442	2638	8.45745829259659e-42	TRUE
Disease_outcome	HC1222	TTE gonarthrosis [arthrosis of knee]	binomial	0.556545224618617	0.634588067028153	0.645036338580299	0.0104482715521461	4525	1.09410688175106e-41	TRUE
Disease_outcome	HC276	Glaucoma	binomial	0.602608266599981	0.67946533820439	0.705072448087525	0.0256071098831355	655	1.57919641040946e-41	TRUE
Bone-densitometry_of_heel	INI4120	Heel broadband ultrasound attenuation (R)	gaussian	0.100114339349941	0.105808932976079	0.207031179273017	0.101222246296938	7069	2.95922235120344e-41	TRUE
Family_history	FH1044	Prostate cancer (FH)	binomial	0.547156886295466	0.572671560113841	0.584615901963143	0.0119443418493018	602	8.51952223659448e-41	TRUE
Lifestyle_and_environment	QT_FC1001349	Processed meat intake	gaussian	0.00274967939591626	0.0832108973641771	0.086031989880875	0.00282109251669788	2346	1.42874586531403e-40	TRUE
Biomarkers	INI20030640	Apolipoprotein B	gaussian	0.258878341750051	2.57468663596688e-08	0.258923740184106	0.258923714437239	17504	4.2511871114e-40	TRUE
Eye_measures	INI5084	Spherical power (R)	gaussian	0.0951828605807238	0.0218086112533807	0.116648095630223	0.0948394843768419	7350	4.53072797923952e-40	TRUE
Eye_measures	INI5085	Spherical power (L)	gaussian	0.0919436189070934	0.019236289216269	0.111112044499741	0.0918757552834715	6639	6.05861694348235e-40	TRUE
Lifestyle_and_environment	INI1110	Length of mobile phone use	gaussian	0.00412902397329644	0.0672094034453646	0.0711218077908827	0.00391240434551812	4582	9.54113788978623e-40	TRUE
Biomarkers	INI10030890	Vitamin D	gaussian	0.0535496685852027	1.42000284896194e-06	0.0535845242776172	0.0535831042747682	6982	1.24980421822947e-39	TRUE
Disease_outcome	HC1322	TTE hyperplasia of prostate	binomial	0.557244936933445	0.876232263717786	0.880934858671641	0.00470259495385561	1223	5.02563323035562e-39	TRUE
Lifestyle_and_environment	BIN_FC20001249	Past tobacco smoking (Smoked occasionally)	binomial	0.541377482289293	0.5196180757458	0.545127550733929	0.0255094749881289	2245	7.34565047801395e-39	TRUE
Disease_outcome	HC1158	TTE other dermatitis	binomial	0.548892652854022	0.549986965343636	0.56705682810606	0.0170698627624236	242	1.0877513843393e-38	TRUE
Bone-densitometry_of_heel	INI4123	Heel quantitative ultrasound index (QUI), direct entry (R)	gaussian	0.122660721012681	0.0691802443409755	0.193443418585542	0.124263174244566	9756	1.28320977537244e-38	TRUE
Work_environment	BIN22126	Doctor diagnosed hayfever or allergic rhinitis	binomial	0.565020212880897	0.569503799837235	0.592002592727355	0.0224987928901206	466	5.56350932194732e-38	TRUE
Bone-densitometry_of_heel	INI4101	Heel broadband ultrasound attenuation (L)	gaussian	0.0957467813321508	0.0957910996551487	0.192409516425959	0.0966184167708103	7688	7.36605865317023e-38	TRUE
Disease_outcome	HC648	TTE insulin-dependent diabetes mellitus	binomial	0.626938273447582	0.58778113661545	0.657353423230223	0.0695722866147731	356	2.05446495473889e-37	TRUE
Lifestyle_and_environment	INI1588	Ave. weekly beer plus cider intake	gaussian	0.00431289648171714	0.184687858527746	0.188447446617618	0.0037595880898722	2842	9.94732224658604e-37	TRUE
Disease_outcome	HC1268	TTE osteoporosis without pathological fracture	binomial	0.574187380614548	0.767008240917628	0.774998637236627	0.00799039631899889	1270	3.39995730247003e-36	TRUE
Bone-densitometry_of_heel	INI4104	Heel quantitative ultrasound index (QUI), direct entry (L)	gaussian	0.115888704385938	0.0626274241274326	0.179781950590009	0.117154526462576	9272	8.03695553809197e-36	TRUE
Blood_assays	INI30110	Platelet distribution width	gaussian	0.205284203678571	0.0217112860968648	0.227423460768422	0.205712174671557	18814	8.55127667601955e-36	TRUE
Disease_outcome	HC1184	TTE follicular cysts of skin and subcutaneous tissue	binomial	0.587610773839684	0.549053552419954	0.614407652939442	0.065354100519488	264	2.727889315498e-35	TRUE
Disease_outcome	HC201	Ulcerative colitis	binomial	0.624520390358908	0.52296558645442	0.613390446326753	0.0904248598723325	179	3.88072598145246e-35	TRUE
Others	BIN10030500	Microalbumin > 40 mg/L	binomial	0.547927750121214	0.600440451373864	0.611804187215824	0.0113637358419602	1097	6.97657813521923e-35	TRUE
Disease_outcome	HC943	TTE PE	binomial	0.599961021323622	0.615217544389133	0.649207041638021	0.0339894972488881	88	1.98535173064059e-34	TRUE
Health_and_medical_history	INI3761	Age hay fever, rhinitis or eczema diagnosed	gaussian	0.0125022887570861	0.10268710534964	0.115183122271413	0.0124960169217721	993	2.5501786010375e-34	TRUE
Work_environment	BIN22127	Doctor diagnosed asthma	binomial	0.579228218302139	0.563481833281868	0.601245661812414	0.0377638285305461	435	2.55556947851117e-34	TRUE
Health_and_medical_history	BIN_FC2006148	Eye problems/disorders Glaucoma	binomial	0.600012554035375	0.702286286022806	0.724461005644201	0.0221747196213954	1103	7.57428141561575e-33	TRUE
Disease_outcome	HC203	PE +/- DVT	binomial	0.598117218092618	0.610489959399773	0.644608310801812	0.0341183514020383	96	3.23485450250224e-32	TRUE
Digestive_health	BIN21068	Diagnosed with coeliac disease or gluten sensitivity	binomial	0.62888472687357	0.587069647257555	0.672353589191525	0.0852839419339694	9	5.37389624684839e-32	TRUE
Disease_outcome	HC1171	TTE skin changes due to chronic exposure to nonionising radiation	binomial	0.563000696356128	0.67397304610183	0.684610170903599	0.010637124801769	169	1.14317177337983e-31	TRUE
Biomarkers	INI10030620	Alanine aminotransferase	gaussian	0.066016793410524	1.16353464805354e-05	0.0660421091553376	0.066030473808857	9665	1.30182927532091e-31	TRUE
Lifestyle_and_environment	INI1100	Drive faster than motorway speed limit	gaussian	0.00500861239129887	0.102766892392912	0.108162718981327	0.00539582658841496	5673	1.67378383275654e-31	TRUE
Disease_outcome	HC708	TTE other metabolic disorders	binomial	0.623564674410165	0.49950444724119	0.596379042681207	0.0968745954400167	2	7.77534326014704e-30	TRUE
Disease_outcome	HC807	TTE alzheimer's disease	binomial	0.712379632155712	0.819796055735374	0.866496039490619	0.0466999837552448	6	1.48813223614043e-29	TRUE
Disease_outcome	HC1221	TTE coxarthrosis [arthrosis of hip]	binomial	0.561096771990858	0.681623777952541	0.690835123720705	0.00921134576816396	634	2.18235775347703e-29	TRUE
Lifestyle_and_environment	INI2139	Age first had sexual intercourse	gaussian	0.0244989652657939	0.0467307999309275	0.0688040366660351	0.0220732367351076	9997	2.07133352182432e-28	TRUE
Disease_outcome	HC1584	AD alzheimer's disease	binomial	0.723492995559344	0.815795374822495	0.868619187281382	0.0528238124588865	15	2.95786272231774e-28	TRUE
Lifestyle_and_environment	INI1060	Outdoor time, winter	gaussian	0.00410237820062891	0.0413068279164306	0.0454579255102974	0.00415109759386681	2323	5.72391990828287e-28	TRUE
Disease_outcome	HC1098	TTE diaphragmatic hernia	binomial	0.542062064902179	0.622458149000219	0.629922787742103	0.00746463874188375	1857	6.09790514337742e-28	TRUE
Lifestyle_and_environment	BIN_FC30006164	Types of physical activity in last 4 weeks (other exercises)	binomial	0.553434041011044	0.579003070181071	0.590703278167962	0.0117002079868914	3846	6.66985776687907e-28	TRUE
Blood_assays	INI30640	Apolipoprotein B	gaussian	0.141502641438391	0.00301916343669563	0.144657019119671	0.141637855682976	8134	8.54211975767401e-28	TRUE
Disease_outcome	HC22	Osteoporosis	binomial	0.56839791899931	0.758493164892475	0.764395594969135	0.00590243007665969	316	1.73878661422257e-27	TRUE
Biomarkers	INI30030650	AST to ALT ratio	gaussian	0.0839336565165081	5.52155337870776e-06	0.0838900936640356	0.0838845721106569	13625	1.82024430564389e-27	TRUE
Psychosocial_factors	BIN_FC10006160	Leisure/social activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)	binomial	0.526634785385032	0.53001310017726	0.539414747185472	0.00940164700821211	2912	3.04335082411465e-27	TRUE
Disease_outcome	HC1583	AD all cause dementia	binomial	0.627029645081842	0.792556355509747	0.815481483412933	0.022925127903186	6	3.70652744746525e-27	TRUE
Lifestyle_and_environment	QT_FC1001220	Daytime dozing / sleeping (narcolepsy)	gaussian	0.00541864207474156	0.0175019135312999	0.0228294445420987	0.00532753101079879	4194	7.22025775951919e-27	TRUE
Lifestyle_and_environment	BIN_FC6001747	Hair colour (natural, before greying) other	binomial	0.597727475763277	0.63064671054207	0.660386750300046	0.0297400397579758	21	1.7828761551571e-26	TRUE
Disease_outcome	HC95	Inflammatory bowel disease	binomial	0.595860813599423	0.52591776669173	0.592829098800552	0.0669113321088219	195	5.76946530729359e-26	TRUE
Disease_outcome	HC151	Multiple sclerosis	binomial	0.658560974959299	0.611375131478496	0.696882354168335	0.0855072226898396	41	9.5364120195163e-26	TRUE
Disease_outcome	HC26	Iritis	binomial	0.785816205386956	0.568261853528254	0.816390517177267	0.248128663649013	1	8.41555166725419e-25	TRUE
Disease_outcome	HC872	TTE other cataract	binomial	0.545926477511503	0.720312621722525	0.723871231173762	0.00355860945123698	480	9.09775988418189e-25	TRUE
Disease_outcome	HC810	TTE multiple sclerosis	binomial	0.646882445620094	0.616533273451784	0.689607879100825	0.0730746056490408	36	2.11738911472747e-24	TRUE
Blood_assays	INI30120	Lymphocyte count	gaussian	0.0207213707321995	0.00442269875949857	0.025025650062124	0.0206029513026255	4212	4.909955206522e-24	TRUE
Lifestyle_and_environment	BIN_FC20001757	Facial ageing (Older than you are)	binomial	0.58021059276849	0.724452587024697	0.733457539300915	0.00900495227621834	39	7.68313780254165e-24	TRUE
Lifestyle_and_environment	BIN_FC3006144	Never eat wheat	binomial	0.550774123642699	0.563644827843812	0.582328531025775	0.0186837031819628	5	1.51687962662531e-23	TRUE
Disease_outcome	HC261	Eczema/dermatitis	binomial	0.555601040391546	0.544996198025371	0.570389016957268	0.0253928189318973	598	4.53059909082374e-23	TRUE
Family_history	FH1002	Breast cancer (FH)	binomial	0.527004349893987	0.568771020229949	0.573904954945463	0.00513393471551427	195	1.30595427733391e-22	TRUE
Lifestyle_and_environment	BIN_FC50001468	Cereal type: Other (e.g. Cornflakes, Frosties)	binomial	0.52827977161121	0.581324885049024	0.586480572827191	0.00515568777816655	1286	2.17886089504238e-22	TRUE
Blood_assays	INI30600	Albumin	gaussian	0.0734990304469244	0.034902902928555	0.108230775411175	0.0733278724826196	10625	3.25091159562967e-22	TRUE
Disease_outcome	HC156	Nasal polyps	binomial	0.586210538617044	0.6255737589356	0.64826767122705	0.0226939122914497	129	1.49434453849145e-21	TRUE
Disease_outcome	HC1211	TTE seropositive rheumatoid arthritis	binomial	0.707198597002918	0.643606776113719	0.736327763481196	0.0927209873674775	3	1.84078669047167e-21	TRUE
