#associated_score_name	study_stage	sample_set	n	case_n	control_n	broad_ancestral_category	country_of_recruitment	additional_ancestry_description	cohort	additional_sample_cohort_information
GBE_INI10030660	Testing	INI10030660_e_asian	1328	NA	NA	East Asian	UK		UKB	
GBE_INI30840	Score development		256813	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30840	Testing	INI30840_test	64211	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30840	Testing	INI30840_non_british_white	23663	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30840	Testing	INI30840_s_asian	7401	NA	NA	South Asian	UK		UKB	
GBE_INI30840	Testing	INI30840_african	6059	NA	NA	African unspecified	UK		UKB	
GBE_INI30840	Testing	INI30840_e_asian	1603	NA	NA	East Asian	UK		UKB	
GBE_INI30750	Score development		257881	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30750	Testing	INI30750_test	64432	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30750	Testing	INI30750_non_british_white	23762	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30750	Testing	INI30750_s_asian	7345	NA	NA	South Asian	UK		UKB	
GBE_INI30750	Testing	INI30750_african	5219	NA	NA	African unspecified	UK		UKB	
GBE_INI30750	Testing	INI30750_e_asian	1622	NA	NA	East Asian	UK		UKB	
GBE_INI30710	Score development		257314	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30710	Testing	INI30710_test	64332	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30710	Testing	INI30710_non_british_white	23721	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30710	Testing	INI30710_s_asian	7404	NA	NA	South Asian	UK		UKB	
GBE_INI30710	Testing	INI30710_african	6088	NA	NA	African unspecified	UK		UKB	
GBE_INI30710	Testing	INI30710_e_asian	1611	NA	NA	East Asian	UK		UKB	
GBE_INI102	Score development		255692	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI102	Testing	INI102_test	63825	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI102	Testing	INI102_non_british_white	23727	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI102	Testing	INI102_s_asian	7640	NA	NA	South Asian	UK		UKB	
GBE_INI102	Testing	INI102_african	6409	NA	NA	African unspecified	UK		UKB	
GBE_INI102	Testing	INI102_e_asian	1634	NA	NA	East Asian	UK		UKB	
GBE_INI30870	Score development		257651	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30870	Testing	INI30870_test	64410	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30870	Testing	INI30870_non_british_white	23749	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30870	Testing	INI30870_s_asian	7419	NA	NA	South Asian	UK		UKB	
GBE_INI30870	Testing	INI30870_african	6096	NA	NA	African unspecified	UK		UKB	
GBE_INI30870	Testing	INI30870_e_asian	1615	NA	NA	East Asian	UK		UKB	
GBE_QT_FC1001558	Score development		269521	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_QT_FC1001558	Testing	QT_FC1001558_test	67383	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_QT_FC1001558	Testing	QT_FC1001558_non_british_white	24881	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_QT_FC1001558	Testing	QT_FC1001558_s_asian	7655	NA	NA	South Asian	UK		UKB	
GBE_QT_FC1001558	Testing	QT_FC1001558_african	6405	NA	NA	African unspecified	UK		UKB	
GBE_QT_FC1001558	Testing	QT_FC1001558_e_asian	1666	NA	NA	East Asian	UK		UKB	
GBE_INI137	Score development		269672	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI137	Testing	INI137_test	67419	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI137	Testing	INI137_non_british_white	24894	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI137	Testing	INI137_s_asian	7812	NA	NA	South Asian	UK		UKB	
GBE_INI137	Testing	INI137_african	6483	NA	NA	African unspecified	UK		UKB	
GBE_INI137	Testing	INI137_e_asian	1702	NA	NA	East Asian	UK		UKB	
GBE_QT_FC1001190	Score development		269610	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_QT_FC1001190	Testing	QT_FC1001190_test	67398	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_QT_FC1001190	Testing	QT_FC1001190_non_british_white	24845	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_QT_FC1001190	Testing	QT_FC1001190_s_asian	7429	NA	NA	South Asian	UK		UKB	
GBE_QT_FC1001190	Testing	QT_FC1001190_african	6354	NA	NA	African unspecified	UK		UKB	
GBE_QT_FC1001190	Testing	QT_FC1001190_e_asian	1639	NA	NA	East Asian	UK		UKB	
GBE_QT_FC10001478	Score development		269679	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_QT_FC10001478	Testing	QT_FC10001478_test	67416	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_QT_FC10001478	Testing	QT_FC10001478_non_british_white	24900	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_QT_FC10001478	Testing	QT_FC10001478_s_asian	7681	NA	NA	South Asian	UK		UKB	
GBE_QT_FC10001478	Testing	QT_FC10001478_african	6428	NA	NA	African unspecified	UK		UKB	
GBE_QT_FC10001478	Testing	QT_FC10001478_e_asian	1671	NA	NA	East Asian	UK		UKB	
GBE_INI30850	Score development		234254	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30850	Testing	INI30850_test	58509	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30850	Testing	INI30850_non_british_white	21549	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30850	Testing	INI30850_s_asian	6754	NA	NA	South Asian	UK		UKB	
GBE_INI30850	Testing	INI30850_african	5534	NA	NA	African unspecified	UK		UKB	
GBE_INI30850	Testing	INI30850_e_asian	1506	NA	NA	East Asian	UK		UKB	
GBE_INI30650	Score development		256933	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30650	Testing	INI30650_test	64238	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30650	Testing	INI30650_non_british_white	23673	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30650	Testing	INI30650_s_asian	7402	NA	NA	South Asian	UK		UKB	
GBE_INI30650	Testing	INI30650_african	6063	NA	NA	African unspecified	UK		UKB	
GBE_INI30650	Testing	INI30650_e_asian	1604	NA	NA	East Asian	UK		UKB	
GBE_INI23124	Score development		265058	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI23124	Testing	INI23124_test	66237	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI23124	Testing	INI23124_non_british_white	24458	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI23124	Testing	INI23124_s_asian	7647	NA	NA	South Asian	UK		UKB	
GBE_INI23124	Testing	INI23124_african	6301	NA	NA	African unspecified	UK		UKB	
GBE_INI23124	Testing	INI23124_e_asian	1678	NA	NA	East Asian	UK		UKB	
GBE_INI3064	Score development		247832	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI3064	Testing	INI3064_test	62090	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI3064	Testing	INI3064_non_british_white	22831	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI3064	Testing	INI3064_s_asian	7147	NA	NA	South Asian	UK		UKB	
GBE_INI3064	Testing	INI3064_african	5865	NA	NA	African unspecified	UK		UKB	
GBE_INI3064	Testing	INI3064_e_asian	1590	NA	NA	East Asian	UK		UKB	
GBE_INI30260	Score development		258297	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30260	Testing	INI30260_test	64570	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30260	Testing	INI30260_non_british_white	23687	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30260	Testing	INI30260_s_asian	7323	NA	NA	South Asian	UK		UKB	
GBE_INI30260	Testing	INI30260_african	5973	NA	NA	African unspecified	UK		UKB	
GBE_INI30260	Testing	INI30260_e_asian	1623	NA	NA	East Asian	UK		UKB	
GBE_INI30210	Score development		261893	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30210	Testing	INI30210_test	65520	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30210	Testing	INI30210_non_british_white	24130	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30210	Testing	INI30210_s_asian	7491	NA	NA	South Asian	UK		UKB	
GBE_INI30210	Testing	INI30210_african	6120	NA	NA	African unspecified	UK		UKB	
GBE_INI30210	Testing	INI30210_e_asian	1654	NA	NA	East Asian	UK		UKB	
GBE_QT_FC1002178	Score development		268822	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_QT_FC1002178	Testing	QT_FC1002178_test	67195	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_QT_FC1002178	Testing	QT_FC1002178_non_british_white	24733	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_QT_FC1002178	Testing	QT_FC1002178_s_asian	7568	NA	NA	South Asian	UK		UKB	
GBE_QT_FC1002178	Testing	QT_FC1002178_african	6303	NA	NA	African unspecified	UK		UKB	
GBE_QT_FC1002178	Testing	QT_FC1002178_e_asian	1636	NA	NA	East Asian	UK		UKB	
GBE_INI23120	Score development		265106	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI23120	Testing	INI23120_test	66249	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI23120	Testing	INI23120_non_british_white	24456	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI23120	Testing	INI23120_s_asian	7649	NA	NA	South Asian	UK		UKB	
GBE_INI23120	Testing	INI23120_african	6302	NA	NA	African unspecified	UK		UKB	
GBE_INI23120	Testing	INI23120_e_asian	1678	NA	NA	East Asian	UK		UKB	
GBE_INI30000	Score development		262322	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30000	Testing	INI30000_test	65638	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30000	Testing	INI30000_non_british_white	24174	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30000	Testing	INI30000_s_asian	7520	NA	NA	South Asian	UK		UKB	
GBE_INI30000	Testing	INI30000_african	6139	NA	NA	African unspecified	UK		UKB	
GBE_INI30000	Testing	INI30000_e_asian	1655	NA	NA	East Asian	UK		UKB	
GBE_INI30050	Score development		262321	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30050	Testing	INI30050_test	65638	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30050	Testing	INI30050_non_british_white	24175	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30050	Testing	INI30050_s_asian	7520	NA	NA	South Asian	UK		UKB	
GBE_INI30050	Testing	INI30050_african	6139	NA	NA	African unspecified	UK		UKB	
GBE_INI30050	Testing	INI30050_e_asian	1655	NA	NA	East Asian	UK		UKB	
GBE_INI135	Score development		269672	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI135	Testing	INI135_test	67419	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI135	Testing	INI135_non_british_white	24894	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI135	Testing	INI135_s_asian	7812	NA	NA	South Asian	UK		UKB	
GBE_INI135	Testing	INI135_african	6483	NA	NA	African unspecified	UK		UKB	
GBE_INI135	Testing	INI135_e_asian	1702	NA	NA	East Asian	UK		UKB	
GBE_INI30140	Score development		261890	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30140	Testing	INI30140_test	65520	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30140	Testing	INI30140_non_british_white	24129	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30140	Testing	INI30140_s_asian	7491	NA	NA	South Asian	UK		UKB	
GBE_INI30140	Testing	INI30140_african	6120	NA	NA	African unspecified	UK		UKB	
GBE_INI30140	Testing	INI30140_e_asian	1654	NA	NA	East Asian	UK		UKB	
GBE_INI4080	Score development		255692	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI4080	Testing	INI4080_test	63823	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI4080	Testing	INI4080_non_british_white	23726	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI4080	Testing	INI4080_s_asian	7640	NA	NA	South Asian	UK		UKB	
GBE_INI4080	Testing	INI4080_african	6409	NA	NA	African unspecified	UK		UKB	
GBE_INI4080	Testing	INI4080_e_asian	1634	NA	NA	East Asian	UK		UKB	
GBE_INI30030	Score development		262325	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30030	Testing	INI30030_test	65638	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30030	Testing	INI30030_non_british_white	24175	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30030	Testing	INI30030_s_asian	7520	NA	NA	South Asian	UK		UKB	
GBE_INI30030	Testing	INI30030_african	6139	NA	NA	African unspecified	UK		UKB	
GBE_INI30030	Testing	INI30030_e_asian	1655	NA	NA	East Asian	UK		UKB	
GBE_INI10030840	Score development		254061	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI10030840	Testing	INI10030840_test	63526	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI10030840	Testing	INI10030840_non_british_white	23470	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI10030840	Testing	INI10030840_s_asian	7262	NA	NA	South Asian	UK		UKB	
GBE_INI10030840	Testing	INI10030840_african	5978	NA	NA	African unspecified	UK		UKB	
GBE_INI10030840	Testing	INI10030840_e_asian	1564	NA	NA	East Asian	UK		UKB	
GBE_INI30690	Score development		257850	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30690	Testing	INI30690_test	64473	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30690	Testing	INI30690_non_british_white	23774	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30690	Testing	INI30690_s_asian	7426	NA	NA	South Asian	UK		UKB	
GBE_INI30690	Testing	INI30690_african	6097	NA	NA	African unspecified	UK		UKB	
GBE_INI30690	Testing	INI30690_e_asian	1616	NA	NA	East Asian	UK		UKB	
GBE_INI30040	Score development		262324	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30040	Testing	INI30040_test	65638	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30040	Testing	INI30040_non_british_white	24175	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30040	Testing	INI30040_s_asian	7520	NA	NA	South Asian	UK		UKB	
GBE_INI30040	Testing	INI30040_african	6139	NA	NA	African unspecified	UK		UKB	
GBE_INI30040	Testing	INI30040_e_asian	1655	NA	NA	East Asian	UK		UKB	
GBE_QT_FC1001170	Score development		269410	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_QT_FC1001170	Testing	QT_FC1001170_test	67358	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_QT_FC1001170	Testing	QT_FC1001170_non_british_white	24834	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_QT_FC1001170	Testing	QT_FC1001170_s_asian	7605	NA	NA	South Asian	UK		UKB	
GBE_QT_FC1001170	Testing	QT_FC1001170_african	6380	NA	NA	African unspecified	UK		UKB	
GBE_QT_FC1001170	Testing	QT_FC1001170_e_asian	1654	NA	NA	East Asian	UK		UKB	
GBE_INI2237	Score development		269588	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI2237	Testing	INI2237_test	67390	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI2237	Testing	INI2237_non_british_white	24878	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI2237	Testing	INI2237_s_asian	7543	NA	NA	South Asian	UK		UKB	
GBE_INI2237	Testing	INI2237_african	6346	NA	NA	African unspecified	UK		UKB	
GBE_INI2237	Testing	INI2237_e_asian	1654	NA	NA	East Asian	UK		UKB	
GBE_QT_FC1001687	Score development		265460	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_QT_FC1001687	Testing	QT_FC1001687_test	66372	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_QT_FC1001687	Testing	QT_FC1001687_non_british_white	24369	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_QT_FC1001687	Testing	QT_FC1001687_s_asian	7142	NA	NA	South Asian	UK		UKB	
GBE_QT_FC1001687	Testing	QT_FC1001687_african	5987	NA	NA	African unspecified	UK		UKB	
GBE_QT_FC1001687	Testing	QT_FC1001687_e_asian	1568	NA	NA	East Asian	UK		UKB	
GBE_INI23125	Score development		265057	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI23125	Testing	INI23125_test	66234	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI23125	Testing	INI23125_non_british_white	24457	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI23125	Testing	INI23125_s_asian	7647	NA	NA	South Asian	UK		UKB	
GBE_INI23125	Testing	INI23125_african	6299	NA	NA	African unspecified	UK		UKB	
GBE_INI23125	Testing	INI23125_e_asian	1678	NA	NA	East Asian	UK		UKB	
GBE_INI23126	Score development		265047	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI23126	Testing	INI23126_test	66231	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI23126	Testing	INI23126_non_british_white	24454	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI23126	Testing	INI23126_s_asian	7647	NA	NA	South Asian	UK		UKB	
GBE_INI23126	Testing	INI23126_african	6299	NA	NA	African unspecified	UK		UKB	
GBE_INI23126	Testing	INI23126_e_asian	1678	NA	NA	East Asian	UK		UKB	
GBE_INI10030730	Score development		255010	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI10030730	Testing	INI10030730_test	63751	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI10030730	Testing	INI10030730_non_british_white	23558	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI10030730	Testing	INI10030730_s_asian	7285	NA	NA	South Asian	UK		UKB	
GBE_INI10030730	Testing	INI10030730_african	6015	NA	NA	African unspecified	UK		UKB	
GBE_INI10030730	Testing	INI10030730_e_asian	1577	NA	NA	East Asian	UK		UKB	
GBE_INI30780	Score development		257392	NA	NA	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_INI30780	Testing	INI30780_test	64356	NA	NA	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_INI30780	Testing	INI30780_non_british_white	23728	NA	NA	European	UK	non-white British ancestry	UKB	
GBE_INI30780	Testing	INI30780_s_asian	7407	NA	NA	South Asian	UK		UKB	
GBE_INI30780	Testing	INI30780_african	6086	NA	NA	African unspecified	UK		UKB	
GBE_INI30780	Testing	INI30780_e_asian	1615	NA	NA	East Asian	UK		UKB	
