Polygenic Score (PGS) ID	PGS Name	Reported Trait	URL	Mapped Trait(s) (EFO ID)	PGS Development Method	Score Development Details	Original Genome Build	Number of variants	Number of interaction terms
PGS001004	GBE_INI135	# of self-reported non-cancer illnesses	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI135	EFO_0009801	snpnet		GRCh37	5212	0
	GBE_INI87	Non-cancer illness year/age first occurred	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI87		snpnet		GRCh37	273	0
PGS001003	GBE_INI137	# of medications taken	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI137	EFO_0009803	snpnet		GRCh37	8085	0
	GBE_INI20414	Freq. of drinking alcohol	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI20414		snpnet		GRCh37	860	0
	GBE_INI20453	Ever taken cannabis	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI20453		snpnet		GRCh37	819	0
PGS001180	GBE_INI1003063	FEV FVC ratio	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI1003063	EFO_0004713	snpnet		GRCh37	15141	0
PGS001010	GBE_INI1003064	PEF pred. ratio	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI1003064	EFO_0009718	snpnet		GRCh37	15135	0
	GBE_QT_FC1002060	Freq. of unenthusiasm / disinterest in last 2 weeks	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/QT_FC1002060		snpnet		GRCh37	2431	0
PGS001080	GBE_QT_FC1002080	Freq. of tiredness / lethargy in last 2 weeks	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/QT_FC1002080	EFO_0007946	snpnet		GRCh37	5594	0
	GBE_QT_FC1004548	Health satisfaction	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/QT_FC1004548		snpnet		GRCh37	1814	0
	GBE_QT_FC1004570	Friendships satisfaction	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/QT_FC1004570		snpnet		GRCh37	659	0
PGS001237	GBE_INI3062	FVC	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI3062	EFO_0004312	snpnet		GRCh37	20921	0
PGS001236	GBE_INI3063	FEV1	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI3063	EFO_0004314	snpnet		GRCh37	17732	0
PGS001009	GBE_INI3064	PEF	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI3064	EFO_0009718	snpnet		GRCh37	9523	0
	GBE_INI25027	Median T2star in thalamus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25027		snpnet		GRCh37	114	0
	GBE_INI25028	Median T2star in caudate (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25028		snpnet		GRCh37	1009	0
	GBE_INI25029	Median T2star in caudate (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25029		snpnet		GRCh37	930	0
	GBE_INI25030	Median T2star in putamen (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25030		snpnet		GRCh37	1922	0
	GBE_INI25031	Median T2star in putamen (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25031		snpnet		GRCh37	2474	0
	GBE_INI25032	Median T2star in pallidum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25032		snpnet		GRCh37	942	0
	GBE_INI25033	Median T2star in pallidum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25033		snpnet		GRCh37	2164	0
	GBE_INI25000	Volumetric scaling from T1 head image to standard space	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25000		snpnet		GRCh37	1304	0
	GBE_INI25001	Vol. of peripheral cortical grey matter (normalised for head size)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25001		snpnet		GRCh37	1112	0
	GBE_INI25002	Vol. of peripheral cortical grey matter	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25002		snpnet		GRCh37	1920	0
PGS001070	GBE_INI25003	Vol. of ventricular cerebrospinal fluid (normalised for head size)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25003	EFO_0008080	snpnet		GRCh37	880	0
	GBE_INI25004	Vol. of ventricular cerebrospinal fluid	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25004		snpnet		GRCh37	772	0
	GBE_INI25005	Vol. of grey matter (normalised for head size)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25005		snpnet		GRCh37	1139	0
	GBE_INI25006	Vol. of grey matter	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25006		snpnet		GRCh37	2061	0
	GBE_INI25007	Vol. of white matter (normalised for head size)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25007		snpnet		GRCh37	1005	0
	GBE_INI25008	Vol. of white matter	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25008		snpnet		GRCh37	1328	0
	GBE_INI25009	Vol. of brain, grey+white matter (normalised for head size)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25009		snpnet		GRCh37	1999	0
	GBE_INI25010	Vol. of brain, grey+white matter	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25010		snpnet		GRCh37	1871	0
	GBE_INI25011	Vol. of thalamus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25011		snpnet		GRCh37	1328	0
	GBE_INI25012	Vol. of thalamus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25012		snpnet		GRCh37	1792	0
	GBE_INI25013	Vol. of caudate (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25013		snpnet		GRCh37	1055	0
	GBE_INI25014	Vol. of caudate (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25014		snpnet		GRCh37	1910	0
	GBE_INI25015	Vol. of putamen (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25015		snpnet		GRCh37	747	0
	GBE_INI25016	Vol. of putamen (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25016		snpnet		GRCh37	2048	0
	GBE_INI25017	Vol. of pallidum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25017		snpnet		GRCh37	1405	0
	GBE_INI25018	Vol. of pallidum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25018		snpnet		GRCh37	303	0
	GBE_INI25019	Vol. of hippocampus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25019		snpnet		GRCh37	442	0
	GBE_INI25023	Vol. of accumbens (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25023		snpnet		GRCh37	647	0
	GBE_INI25024	Vol. of accumbens (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25024		snpnet		GRCh37	643	0
	GBE_INI25025	Vol. of brain stem + 4th ventricle	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25025		snpnet		GRCh37	1183	0
	GBE_INI25782	Vol. of grey matter in Frontal Pole (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25782		snpnet		GRCh37	2320	0
	GBE_INI25784	Vol. of grey matter in Insular Cortex (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25784		snpnet		GRCh37	1554	0
	GBE_INI25785	Vol. of grey matter in Insular Cortex (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25785		snpnet		GRCh37	1365	0
	GBE_INI25786	Vol. of grey matter in Superior Frontal Gyrus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25786		snpnet		GRCh37	1049	0
	GBE_INI25787	Vol. of grey matter in Superior Frontal Gyrus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25787		snpnet		GRCh37	5	0
	GBE_INI25788	Vol. of grey matter in Middle Frontal Gyrus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25788		snpnet		GRCh37	369	0
	GBE_INI25789	Vol. of grey matter in Middle Frontal Gyrus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25789		snpnet		GRCh37	489	0
	GBE_INI25791	Vol. of grey matter in Inferior Frontal Gyrus, pars triangularis (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25791		snpnet		GRCh37	697	0
	GBE_INI25794	Vol. of grey matter in Precentral Gyrus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25794		snpnet		GRCh37	318	0
	GBE_INI25795	Vol. of grey matter in Precentral Gyrus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25795		snpnet		GRCh37	1370	0
	GBE_INI25796	Vol. of grey matter in Temporal Pole (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25796		snpnet		GRCh37	1200	0
	GBE_INI25797	Vol. of grey matter in Temporal Pole (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25797		snpnet		GRCh37	1025	0
	GBE_INI25798	Vol. of grey matter in Superior Temporal Gyrus, anterior division (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25798		snpnet		GRCh37	728	0
	GBE_INI25800	Vol. of grey matter in Superior Temporal Gyrus, posterior division (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25800		snpnet		GRCh37	530	0
	GBE_INI25805	Vol. of grey matter in Middle Temporal Gyrus, posterior division (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25805		snpnet		GRCh37	1076	0
	GBE_INI25810	Vol. of grey matter in Inferior Temporal Gyrus, posterior division (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25810		snpnet		GRCh37	288	0
	GBE_INI25825	Vol. of grey matter in Lateral Occipital Cortex, superior division (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25825		snpnet		GRCh37	581	0
	GBE_INI25827	Vol. of grey matter in Lateral Occipital Cortex, inferior division (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25827		snpnet		GRCh37	1159	0
	GBE_INI25828	Vol. of grey matter in Intracalcarine Cortex (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25828		snpnet		GRCh37	2025	0
PGS001142	GBE_INI25829	Vol. of grey matter in Intracalcarine Cortex (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25829	EFO_0005420	snpnet		GRCh37	2215	0
	GBE_INI25834	Vol. of grey matter in Subcallosal Cortex (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25834		snpnet		GRCh37	1978	0
	GBE_INI25835	Vol. of grey matter in Subcallosal Cortex (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25835		snpnet		GRCh37	1458	0
	GBE_INI25837	Vol. of grey matter in Paracingulate Gyrus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25837		snpnet		GRCh37	145	0
	GBE_INI25838	Vol. of grey matter in Cingulate Gyrus, anterior division (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25838		snpnet		GRCh37	389	0
	GBE_INI25839	Vol. of grey matter in Cingulate Gyrus, anterior division (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25839		snpnet		GRCh37	244	0
	GBE_INI25841	Vol. of grey matter in Cingulate Gyrus, posterior division (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25841		snpnet		GRCh37	652	0
	GBE_INI25842	Vol. of grey matter in Precuneous Cortex (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25842		snpnet		GRCh37	2184	0
	GBE_INI25845	Vol. of grey matter in Cuneal Cortex (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25845		snpnet		GRCh37	930	0
	GBE_INI25846	Vol. of grey matter in Frontal Orbital Cortex (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25846		snpnet		GRCh37	826	0
	GBE_INI25847	Vol. of grey matter in Frontal Orbital Cortex (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25847		snpnet		GRCh37	592	0
	GBE_INI25848	Vol. of grey matter in Parahippocampal Gyrus, anterior division (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25848		snpnet		GRCh37	1724	0
	GBE_INI25849	Vol. of grey matter in Parahippocampal Gyrus, anterior division (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25849		snpnet		GRCh37	1250	0
	GBE_INI25850	Vol. of grey matter in Parahippocampal Gyrus, posterior division (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25850		snpnet		GRCh37	1120	0
	GBE_INI25851	Vol. of grey matter in Parahippocampal Gyrus, posterior division (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25851		snpnet		GRCh37	1078	0
	GBE_INI25853	Vol. of grey matter in Lingual Gyrus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25853		snpnet		GRCh37	781	0
	GBE_INI25854	Vol. of grey matter in Temporal Fusiform Cortex, anterior division (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25854		snpnet		GRCh37	264	0
	GBE_INI25856	Vol. of grey matter in Temporal Fusiform Cortex, posterior division (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25856		snpnet		GRCh37	1533	0
	GBE_INI25857	Vol. of grey matter in Temporal Fusiform Cortex, posterior division (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25857		snpnet		GRCh37	1447	0
	GBE_INI25860	Vol. of grey matter in Occipital Fusiform Gyrus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25860		snpnet		GRCh37	235	0
	GBE_INI25862	Vol. of grey matter in Frontal Operculum Cortex (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25862		snpnet		GRCh37	804	0
	GBE_INI25864	Vol. of grey matter in Central Opercular Cortex (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25864		snpnet		GRCh37	194	0
	GBE_INI25865	Vol. of grey matter in Central Opercular Cortex (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25865		snpnet		GRCh37	1123	0
PGS001143	GBE_INI25867	Vol. of grey matter in Parietal Operculum Cortex (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25867	EFO_0005420	snpnet		GRCh37	699	0
	GBE_INI25868	Vol. of grey matter in Planum Polare (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25868		snpnet		GRCh37	1316	0
	GBE_INI25869	Vol. of grey matter in Planum Polare (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25869		snpnet		GRCh37	989	0
	GBE_INI25870	Vol. of grey matter in Heschl's Gyrus (includes H1 and H2) (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25870		snpnet		GRCh37	1604	0
	GBE_INI25871	Vol. of grey matter in Heschl's Gyrus (includes H1 and H2) (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25871		snpnet		GRCh37	1524	0
	GBE_INI25872	Vol. of grey matter in Planum Temporale (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25872		snpnet		GRCh37	2019	0
	GBE_INI25874	Vol. of grey matter in Supracalcarine Cortex (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25874		snpnet		GRCh37	446	0
	GBE_INI25875	Vol. of grey matter in Supracalcarine Cortex (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25875		snpnet		GRCh37	527	0
	GBE_INI25877	Vol. of grey matter in Occipital Pole (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25877		snpnet		GRCh37	1616	0
	GBE_INI25878	Vol. of grey matter in Thalamus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25878		snpnet		GRCh37	2508	0
	GBE_INI25879	Vol. of grey matter in Thalamus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25879		snpnet		GRCh37	885	0
	GBE_INI25882	Vol. of grey matter in Putamen (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25882		snpnet		GRCh37	274	0
	GBE_INI25883	Vol. of grey matter in Putamen (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25883		snpnet		GRCh37	562	0
	GBE_INI25886	Vol. of grey matter in Hippocampus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25886		snpnet		GRCh37	1427	0
	GBE_INI25887	Vol. of grey matter in Hippocampus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25887		snpnet		GRCh37	1336	0
	GBE_INI25888	Vol. of grey matter in Amygdala (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25888		snpnet		GRCh37	115	0
	GBE_INI25890	Vol. of grey matter in Ventral Striatum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25890		snpnet		GRCh37	687	0
	GBE_INI25891	Vol. of grey matter in Ventral Striatum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25891		snpnet		GRCh37	221	0
	GBE_INI25892	Vol. of grey matter in Brain-Stem	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25892		snpnet		GRCh37	632	0
	GBE_INI25893	Vol. of grey matter in I-IV Cerebellum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25893		snpnet		GRCh37	775	0
	GBE_INI25894	Vol. of grey matter in I-IV Cerebellum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25894		snpnet		GRCh37	612	0
	GBE_INI25895	Vol. of grey matter in V Cerebellum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25895		snpnet		GRCh37	1592	0
	GBE_INI25896	Vol. of grey matter in V Cerebellum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25896		snpnet		GRCh37	184	0
	GBE_INI25897	Vol. of grey matter in VI Cerebellum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25897		snpnet		GRCh37	902	0
	GBE_INI25898	Vol. of grey matter in Vermis VI Cerebellum	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25898		snpnet		GRCh37	612	0
	GBE_INI25899	Vol. of grey matter in VI Cerebellum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25899		snpnet		GRCh37	513	0
	GBE_INI25902	Vol. of grey matter in Crus I Cerebellum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25902		snpnet		GRCh37	2371	0
	GBE_INI25903	Vol. of grey matter in Crus II Cerebellum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25903		snpnet		GRCh37	1913	0
	GBE_INI25904	Vol. of grey matter in Vermis Crus II Cerebellum	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25904		snpnet		GRCh37	837	0
	GBE_INI25905	Vol. of grey matter in Crus II Cerebellum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25905		snpnet		GRCh37	2510	0
	GBE_INI25906	Vol. of grey matter in VIIb Cerebellum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25906		snpnet		GRCh37	649	0
	GBE_INI25907	Vol. of grey matter in Vermis VIIb Cerebellum	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25907		snpnet		GRCh37	718	0
	GBE_INI25908	Vol. of grey matter in VIIb Cerebellum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25908		snpnet		GRCh37	673	0
	GBE_INI25909	Vol. of grey matter in VIIIa Cerebellum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25909		snpnet		GRCh37	500	0
	GBE_INI25910	Vol. of grey matter in Vermis VIIIa Cerebellum	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25910		snpnet		GRCh37	776	0
	GBE_INI25911	Vol. of grey matter in VIIIa Cerebellum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25911		snpnet		GRCh37	694	0
	GBE_INI25912	Vol. of grey matter in VIIIb Cerebellum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25912		snpnet		GRCh37	819	0
	GBE_INI25913	Vol. of grey matter in Vermis VIIIb Cerebellum	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25913		snpnet		GRCh37	1916	0
	GBE_INI25914	Vol. of grey matter in VIIIb Cerebellum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25914		snpnet		GRCh37	1539	0
	GBE_INI25915	Vol. of grey matter in IX Cerebellum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25915		snpnet		GRCh37	1245	0
	GBE_INI25916	Vol. of grey matter in Vermis IX Cerebellum	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25916		snpnet		GRCh37	1369	0
	GBE_INI25917	Vol. of grey matter in IX Cerebellum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25917		snpnet		GRCh37	1972	0
	GBE_INI25919	Vol. of grey matter in Vermis X Cerebellum	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25919		snpnet		GRCh37	636	0
	GBE_INI25920	Vol. of grey matter in X Cerebellum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25920		snpnet		GRCh37	950	0
	GBE_INI25781	Total vol. of white matter hyperintensities (from T1 and T2 FLAIR images)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25781		snpnet		GRCh37	355	0
	GBE_INI22146	Age hayfever or allergic rhinitis diagnosed by doctor	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI22146		snpnet		GRCh37	255	0
