associated_score_name	sample_set	trait_name	AUROC	R2	other_mterics	covariates
GBE_HC1052	HC1052_test	TTE other interstitial pulmonary diseases	0.75237 [0.72682, 0.77791]		Incremental AUROC (full-covars) = 0.01396, Nagelkerke's R2 = 0.07255, Tjur's R2 = 0.00574	age, sex, UKB array type, Genotype PCs
GBE_HC1052	HC1052_non_british_white	TTE other interstitial pulmonary diseases	0.58668 [0.52852, 0.64484]		Nagelkerke's R2 = 0.00915, Tjur's R2 = 0.00056	
GBE_HC1052	HC1052_non_british_white	TTE other interstitial pulmonary diseases	0.77039 [0.72659, 0.81418]		Incremental AUROC (full-covars) = 0.01441, Nagelkerke's R2 = 0.07337, Tjur's R2 = 0.00438	age, sex, UKB array type, Genotype PCs
GBE_HC1052	HC1052_s_asian	TTE other interstitial pulmonary diseases	0.60440 [0.52353, 0.68526]		Nagelkerke's R2 = 0.01001, Tjur's R2 = 0.00084	
GBE_HC1052	HC1052_s_asian	TTE other interstitial pulmonary diseases	0.76583 [0.69953, 0.83214]		Incremental AUROC (full-covars) = 0.00566, Nagelkerke's R2 = 0.08099, Tjur's R2 = 0.00719	age, sex, UKB array type, Genotype PCs
GBE_HC1052	HC1052_e_asian	TTE other interstitial pulmonary diseases	0.45824 [0.07908, 0.83739]		Nagelkerke's R2 = 0.00017, Tjur's R2 = 0.00001	
GBE_HC1052	HC1052_e_asian	TTE other interstitial pulmonary diseases	0.64809 [0.35879, 0.93738]		Incremental AUROC (full-covars) = 0.00000, Nagelkerke's R2 = 0.00599, Tjur's R2 = 0.00012	age, sex, UKB array type, Genotype PCs
GBE_HC1052	HC1052_african	TTE other interstitial pulmonary diseases	0.42710 [0.31775, 0.53645]		Nagelkerke's R2 = 0.00442, Tjur's R2 = 0.00021	
GBE_HC1052	HC1052_african	TTE other interstitial pulmonary diseases	0.76685 [0.68863, 0.84507]		Incremental AUROC (full-covars) = -0.01407, Nagelkerke's R2 = 0.06049, Tjur's R2 = 0.00419	age, sex, UKB array type, Genotype PCs
GBE_HC1084	HC1084_test	TTE duodenal ulcer	0.56101 [0.54453, 0.57750]		Nagelkerke's R2 = 0.00484, Tjur's R2 = 0.00078	
GBE_HC1084	HC1084_test	TTE duodenal ulcer	0.68746 [0.67261, 0.70231]		Incremental AUROC (full-covars) = 0.00644, Nagelkerke's R2 = 0.04811, Tjur's R2 = 0.00880	age, sex, UKB array type, Genotype PCs
GBE_HC1084	HC1084_non_british_white	TTE duodenal ulcer	0.55991 [0.53425, 0.58556]		Nagelkerke's R2 = 0.00470, Tjur's R2 = 0.00082	
GBE_HC1084	HC1084_non_british_white	TTE duodenal ulcer	0.71045 [0.68829, 0.73261]		Incremental AUROC (full-covars) = 0.00430, Nagelkerke's R2 = 0.06289, Tjur's R2 = 0.01347	age, sex, UKB array type, Genotype PCs
GBE_HC1084	HC1084_s_asian	TTE duodenal ulcer	0.54031 [0.49100, 0.58961]		Nagelkerke's R2 = 0.00168, Tjur's R2 = 0.00026	
GBE_HC1084	HC1084_s_asian	TTE duodenal ulcer	0.70619 [0.66443, 0.74795]		Incremental AUROC (full-covars) = 0.00581, Nagelkerke's R2 = 0.05670, Tjur's R2 = 0.01027	age, sex, UKB array type, Genotype PCs
GBE_HC1084	HC1084_e_asian	TTE duodenal ulcer	0.56376 [0.43513, 0.69240]		Nagelkerke's R2 = 0.00600, Tjur's R2 = 0.00094	
GBE_HC1084	HC1084_e_asian	TTE duodenal ulcer	0.66565 [0.55325, 0.77805]		Incremental AUROC (full-covars) = 0.00253, Nagelkerke's R2 = 0.04606, Tjur's R2 = 0.00762	age, sex, UKB array type, Genotype PCs
GBE_HC1084	HC1084_african	TTE duodenal ulcer	0.56230 [0.50635, 0.61825]		Nagelkerke's R2 = 0.00399, Tjur's R2 = 0.00054	
GBE_HC1084	HC1084_african	TTE duodenal ulcer	0.71018 [0.66062, 0.75975]		Incremental AUROC (full-covars) = 0.00294, Nagelkerke's R2 = 0.05605, Tjur's R2 = 0.00920	age, sex, UKB array type, Genotype PCs
GBE_HC1090	HC1090_test	TTE acute appendicitis	0.55036 [0.52746, 0.57326]		Nagelkerke's R2 = 0.00332, Tjur's R2 = 0.00034	
GBE_HC1090	HC1090_test	TTE acute appendicitis	0.57413 [0.55138, 0.59688]		Incremental AUROC (full-covars) = 0.00987, Nagelkerke's R2 = 0.00617, Tjur's R2 = 0.00064	age, sex, UKB array type, Genotype PCs
GBE_HC1090	HC1090_non_british_white	TTE acute appendicitis	0.49616 [0.45378, 0.53854]		Nagelkerke's R2 = 0.00000, Tjur's R2 = 0.00000	
GBE_HC1090	HC1090_non_british_white	TTE acute appendicitis	0.56849 [0.52835, 0.60862]		Incremental AUROC (full-covars) = -0.00219, Nagelkerke's R2 = 0.00702, Tjur's R2 = 0.00067	age, sex, UKB array type, Genotype PCs
GBE_HC1090	HC1090_s_asian	TTE acute appendicitis	0.53340 [0.44427, 0.62254]		Nagelkerke's R2 = 0.00096, Tjur's R2 = 0.00005	
GBE_HC1090	HC1090_s_asian	TTE acute appendicitis	0.72977 [0.65912, 0.80042]		Incremental AUROC (full-covars) = 0.00039, Nagelkerke's R2 = 0.05613, Tjur's R2 = 0.00317	age, sex, UKB array type, Genotype PCs
GBE_HC1090	HC1090_e_asian	TTE acute appendicitis	0.51032 [0.33889, 0.68176]		Nagelkerke's R2 = 0.00332, Tjur's R2 = 0.00018	
GBE_HC1090	HC1090_e_asian	TTE acute appendicitis	0.84930 [0.77779, 0.92080]		Incremental AUROC (full-covars) = 0.00105, Nagelkerke's R2 = 0.14577, Tjur's R2 = 0.01674	age, sex, UKB array type, Genotype PCs
GBE_HC1090	HC1090_african	TTE acute appendicitis	0.47489 [0.37525, 0.57453]		Nagelkerke's R2 = 0.00105, Tjur's R2 = 0.00007	
GBE_HC1090	HC1090_african	TTE acute appendicitis	0.62041 [0.53518, 0.70564]		Incremental AUROC (full-covars) = -0.00198, Nagelkerke's R2 = 0.03016, Tjur's R2 = 0.01020	age, sex, UKB array type, Genotype PCs
GBE_HC1094	HC1094_test	TTE inguinal hernia	0.58201 [0.57280, 0.59123]		Nagelkerke's R2 = 0.01302, Tjur's R2 = 0.00475	
GBE_HC1094	HC1094_test	TTE inguinal hernia	0.80466 [0.79851, 0.81080]		Incremental AUROC (full-covars) = 0.01341, Nagelkerke's R2 = 0.19027, Tjur's R2 = 0.07324	age, sex, UKB array type, Genotype PCs
GBE_HC1094	HC1094_non_british_white	TTE inguinal hernia	0.57910 [0.56214, 0.59607]		Nagelkerke's R2 = 0.01076, Tjur's R2 = 0.00342	
GBE_HC1094	HC1094_non_british_white	TTE inguinal hernia	0.81509 [0.80403, 0.82615]		Incremental AUROC (full-covars) = 0.00779, Nagelkerke's R2 = 0.19099, Tjur's R2 = 0.07051	age, sex, UKB array type, Genotype PCs
GBE_HC1094	HC1094_s_asian	TTE inguinal hernia	0.56567 [0.53271, 0.59863]		Nagelkerke's R2 = 0.00658, Tjur's R2 = 0.00208	
GBE_HC1094	HC1094_s_asian	TTE inguinal hernia	0.80083 [0.78118, 0.82049]		Incremental AUROC (full-covars) = 0.00263, Nagelkerke's R2 = 0.17463, Tjur's R2 = 0.05769	age, sex, UKB array type, Genotype PCs
GBE_HC1094	HC1094_e_asian	TTE inguinal hernia	0.60590 [0.48166, 0.73015]		Nagelkerke's R2 = 0.01604, Tjur's R2 = 0.00245	
GBE_HC1094	HC1094_e_asian	TTE inguinal hernia	0.91597 [0.86802, 0.96391]		Incremental AUROC (full-covars) = 0.00132, Nagelkerke's R2 = 0.32274, Tjur's R2 = 0.12495	age, sex, UKB array type, Genotype PCs
GBE_HC1094	HC1094_african	TTE inguinal hernia	0.56793 [0.52138, 0.61447]		Nagelkerke's R2 = 0.00602, Tjur's R2 = 0.00145	
GBE_HC1094	HC1094_african	TTE inguinal hernia	0.77669 [0.74183, 0.81155]		Incremental AUROC (full-covars) = 0.00250, Nagelkerke's R2 = 0.12906, Tjur's R2 = 0.03652	age, sex, UKB array type, Genotype PCs
GBE_HC1098	HC1098_test	TTE diaphragmatic hernia	0.54206 [0.53448, 0.54964]		Nagelkerke's R2 = 0.00392, Tjur's R2 = 0.00178	
GBE_HC1098	HC1098_test	TTE diaphragmatic hernia	0.63057 [0.62354, 0.63760]		Incremental AUROC (full-covars) = 0.00740, Nagelkerke's R2 = 0.03754, Tjur's R2 = 0.01684	age, sex, UKB array type, Genotype PCs
GBE_HC1098	HC1098_non_british_white	TTE diaphragmatic hernia	0.53254 [0.51914, 0.54594]		Nagelkerke's R2 = 0.00233, Tjur's R2 = 0.00100	
GBE_HC1098	HC1098_non_british_white	TTE diaphragmatic hernia	0.64320 [0.63102, 0.65539]		Incremental AUROC (full-covars) = 0.00165, Nagelkerke's R2 = 0.04361, Tjur's R2 = 0.01868	age, sex, UKB array type, Genotype PCs
GBE_HC1098	HC1098_s_asian	TTE diaphragmatic hernia	0.52781 [0.50434, 0.55128]		Nagelkerke's R2 = 0.00158, Tjur's R2 = 0.00065	
GBE_HC1098	HC1098_s_asian	TTE diaphragmatic hernia	0.66639 [0.64525, 0.68753]		Incremental AUROC (full-covars) = 0.00378, Nagelkerke's R2 = 0.05612, Tjur's R2 = 0.02451	age, sex, UKB array type, Genotype PCs
GBE_HC1098	HC1098_e_asian	TTE diaphragmatic hernia	0.53138 [0.44975, 0.61301]		Nagelkerke's R2 = 0.00363, Tjur's R2 = 0.00116	
GBE_HC1098	HC1098_e_asian	TTE diaphragmatic hernia	0.70285 [0.63918, 0.76652]		Incremental AUROC (full-covars) = 0.00329, Nagelkerke's R2 = 0.06338, Tjur's R2 = 0.01690	age, sex, UKB array type, Genotype PCs
GBE_HC1098	HC1098_african	TTE diaphragmatic hernia	0.51794 [0.48560, 0.55028]		Nagelkerke's R2 = 0.00081, Tjur's R2 = 0.00027	
GBE_HC1098	HC1098_african	TTE diaphragmatic hernia	0.70586 [0.67820, 0.73351]		Incremental AUROC (full-covars) = -0.00078, Nagelkerke's R2 = 0.08077, Tjur's R2 = 0.03106	age, sex, UKB array type, Genotype PCs
GBE_HC1101	HC1101_test	TTE crohn's disease [regional enteritis]	0.57140 [0.54073, 0.60207]		Nagelkerke's R2 = 0.00669, Tjur's R2 = 0.00056	
GBE_HC1101	HC1101_test	TTE crohn's disease [regional enteritis]	0.55852 [0.52842, 0.58862]		Incremental AUROC (full-covars) = 0.07412, Nagelkerke's R2 = 0.00474, Tjur's R2 = 0.00039	age, sex, UKB array type, Genotype PCs
GBE_HC1101	HC1101_non_british_white	TTE crohn's disease [regional enteritis]	0.57593 [0.52318, 0.62867]		Nagelkerke's R2 = 0.00621, Tjur's R2 = 0.00040	
GBE_HC1101	HC1101_non_british_white	TTE crohn's disease [regional enteritis]	0.60269 [0.55209, 0.65328]		Incremental AUROC (full-covars) = 0.02413, Nagelkerke's R2 = 0.01102, Tjur's R2 = 0.00068	age, sex, UKB array type, Genotype PCs
GBE_HC1101	HC1101_s_asian	TTE crohn's disease [regional enteritis]	0.53846 [0.46042, 0.61650]		Nagelkerke's R2 = 0.00147, Tjur's R2 = 0.00010	
GBE_HC1101	HC1101_s_asian	TTE crohn's disease [regional enteritis]	0.69933 [0.63548, 0.76318]		Incremental AUROC (full-covars) = 0.00201, Nagelkerke's R2 = 0.03440, Tjur's R2 = 0.00208	age, sex, UKB array type, Genotype PCs
GBE_HC1101	HC1101_e_asian	TTE crohn's disease [regional enteritis]	0.10664 [0.00000, 0.28372]		Nagelkerke's R2 = 0.14319, Tjur's R2 = 0.00419	
GBE_HC1101	HC1101_e_asian	TTE crohn's disease [regional enteritis]	0.86369 [0.78060, 0.94678]		Incremental AUROC (full-covars) = 0.00000, Nagelkerke's R2 = 0.13339, Tjur's R2 = 0.00213	age, sex, UKB array type, Genotype PCs
GBE_HC1101	HC1101_african	TTE crohn's disease [regional enteritis]	0.46272 [0.36718, 0.55826]		Nagelkerke's R2 = 0.00138, Tjur's R2 = 0.00004	
GBE_HC1101	HC1101_african	TTE crohn's disease [regional enteritis]	0.66243 [0.55234, 0.77252]		Incremental AUROC (full-covars) = -0.02175, Nagelkerke's R2 = 0.05286, Tjur's R2 = 0.01625	age, sex, UKB array type, Genotype PCs
GBE_HC1102	HC1102_test	TTE ulcerative colitis	0.63847 [0.61861, 0.65833]		Nagelkerke's R2 = 0.02383, Tjur's R2 = 0.00335	
GBE_HC1102	HC1102_test	TTE ulcerative colitis	0.63965 [0.62036, 0.65895]		Incremental AUROC (full-covars) = 0.10850, Nagelkerke's R2 = 0.02376, Tjur's R2 = 0.00324	age, sex, UKB array type, Genotype PCs
GBE_HC1102	HC1102_non_british_white	TTE ulcerative colitis	0.61060 [0.57717, 0.64402]		Nagelkerke's R2 = 0.01690, Tjur's R2 = 0.00208	
GBE_HC1102	HC1102_non_british_white	TTE ulcerative colitis	0.65578 [0.62353, 0.68804]		Incremental AUROC (full-covars) = 0.04212, Nagelkerke's R2 = 0.03272, Tjur's R2 = 0.00420	age, sex, UKB array type, Genotype PCs
GBE_HC1102	HC1102_s_asian	TTE ulcerative colitis	0.55808 [0.50600, 0.61016]		Nagelkerke's R2 = 0.00360, Tjur's R2 = 0.00050	
GBE_HC1102	HC1102_s_asian	TTE ulcerative colitis	0.66008 [0.61042, 0.70974]		Incremental AUROC (full-covars) = 0.00203, Nagelkerke's R2 = 0.03192, Tjur's R2 = 0.00504	age, sex, UKB array type, Genotype PCs
GBE_HC1102	HC1102_e_asian	TTE ulcerative colitis	0.55433 [0.44730, 0.66136]		Nagelkerke's R2 = 0.00203, Tjur's R2 = 0.00004	
GBE_HC1102	HC1102_e_asian	TTE ulcerative colitis	0.89582 [0.79576, 0.99588]		Incremental AUROC (full-covars) = -0.00177, Nagelkerke's R2 = 0.20607, Tjur's R2 = 0.01474	age, sex, UKB array type, Genotype PCs
GBE_HC1102	HC1102_african	TTE ulcerative colitis	0.50641 [0.39121, 0.62161]		Nagelkerke's R2 = 0.00027, Tjur's R2 = 0.00002	
GBE_HC1102	HC1102_african	TTE ulcerative colitis	0.62873 [0.51002, 0.74744]		Incremental AUROC (full-covars) = -0.00895, Nagelkerke's R2 = 0.04344, Tjur's R2 = 0.01855	age, sex, UKB array type, Genotype PCs
GBE_HC1106	HC1106_test	TTE diverticular disease of intestine	0.57940 [0.57219, 0.58662]		Nagelkerke's R2 = 0.01533, Tjur's R2 = 0.00732	
GBE_HC1106	HC1106_test	TTE diverticular disease of intestine	0.68053 [0.67412, 0.68694]		Incremental AUROC (full-covars) = 0.01974, Nagelkerke's R2 = 0.07483, Tjur's R2 = 0.03594	age, sex, UKB array type, Genotype PCs
GBE_HC1106	HC1106_non_british_white	TTE diverticular disease of intestine	0.59105 [0.57889, 0.60321]		Nagelkerke's R2 = 0.01777, Tjur's R2 = 0.00825	
GBE_HC1106	HC1106_non_british_white	TTE diverticular disease of intestine	0.71550 [0.70514, 0.72586]		Incremental AUROC (full-covars) = 0.01733, Nagelkerke's R2 = 0.10502, Tjur's R2 = 0.05093	age, sex, UKB array type, Genotype PCs
GBE_HC1106	HC1106_s_asian	TTE diverticular disease of intestine	0.57957 [0.54784, 0.61130]		Nagelkerke's R2 = 0.01222, Tjur's R2 = 0.00385	
GBE_HC1106	HC1106_s_asian	TTE diverticular disease of intestine	0.73365 [0.70818, 0.75911]		Incremental AUROC (full-covars) = 0.01275, Nagelkerke's R2 = 0.09377, Tjur's R2 = 0.03120	age, sex, UKB array type, Genotype PCs
GBE_HC1106	HC1106_e_asian	TTE diverticular disease of intestine	0.52785 [0.41459, 0.64111]		Nagelkerke's R2 = 0.00059, Tjur's R2 = 0.00007	
GBE_HC1106	HC1106_e_asian	TTE diverticular disease of intestine	0.75551 [0.65982, 0.85119]		Incremental AUROC (full-covars) = -0.01168, Nagelkerke's R2 = 0.08781, Tjur's R2 = 0.01529	age, sex, UKB array type, Genotype PCs
GBE_HC1106	HC1106_african	TTE diverticular disease of intestine	0.52939 [0.49423, 0.56454]		Nagelkerke's R2 = 0.00158, Tjur's R2 = 0.00049	
GBE_HC1106	HC1106_african	TTE diverticular disease of intestine	0.70831 [0.67789, 0.73873]		Incremental AUROC (full-covars) = -0.00810, Nagelkerke's R2 = 0.07998, Tjur's R2 = 0.02978	age, sex, UKB array type, Genotype PCs
GBE_HC1112	HC1112_test	TTE other diseases of intestine	0.53789 [0.52780, 0.54798]		Nagelkerke's R2 = 0.00260, Tjur's R2 = 0.00084	
GBE_HC1112	HC1112_test	TTE other diseases of intestine	0.62222 [0.61280, 0.63164]		Incremental AUROC (full-covars) = 0.00391, Nagelkerke's R2 = 0.02673, Tjur's R2 = 0.00868	age, sex, UKB array type, Genotype PCs
GBE_HC1112	HC1112_non_british_white	TTE other diseases of intestine	0.54106 [0.52507, 0.55705]		Nagelkerke's R2 = 0.00297, Tjur's R2 = 0.00099	
GBE_HC1112	HC1112_non_british_white	TTE other diseases of intestine	0.65457 [0.63994, 0.66920]		Incremental AUROC (full-covars) = 0.00302, Nagelkerke's R2 = 0.04465, Tjur's R2 = 0.01557	age, sex, UKB array type, Genotype PCs
GBE_HC1112	HC1112_s_asian	TTE other diseases of intestine	0.48728 [0.45689, 0.51767]		Nagelkerke's R2 = 0.00026, Tjur's R2 = 0.00007	
GBE_HC1112	HC1112_s_asian	TTE other diseases of intestine	0.70984 [0.68398, 0.73570]		Incremental AUROC (full-covars) = -0.00100, Nagelkerke's R2 = 0.07373, Tjur's R2 = 0.02344	age, sex, UKB array type, Genotype PCs
GBE_HC1112	HC1112_e_asian	TTE other diseases of intestine	0.53358 [0.46060, 0.60656]		Nagelkerke's R2 = 0.00207, Tjur's R2 = 0.00044	
GBE_HC1112	HC1112_e_asian	TTE other diseases of intestine	0.71022 [0.64099, 0.77946]		Incremental AUROC (full-covars) = 0.00324, Nagelkerke's R2 = 0.09409, Tjur's R2 = 0.03625	age, sex, UKB array type, Genotype PCs
GBE_HC1112	HC1112_african	TTE other diseases of intestine	0.53644 [0.50022, 0.57266]		Nagelkerke's R2 = 0.00206, Tjur's R2 = 0.00053	
GBE_HC1112	HC1112_african	TTE other diseases of intestine	0.71458 [0.68087, 0.74830]		Incremental AUROC (full-covars) = 0.00184, Nagelkerke's R2 = 0.07935, Tjur's R2 = 0.02656	age, sex, UKB array type, Genotype PCs
GBE_HC1123	HC1123_test	TTE other diseases of liver	0.55360 [0.53634, 0.57086]		Nagelkerke's R2 = 0.00443, Tjur's R2 = 0.00077	
GBE_HC1123	HC1123_test	TTE other diseases of liver	0.58372 [0.56726, 0.60017]		Incremental AUROC (full-covars) = 0.01977, Nagelkerke's R2 = 0.00961, Tjur's R2 = 0.00162	age, sex, UKB array type, Genotype PCs
GBE_HC1123	HC1123_non_british_white	TTE other diseases of liver	0.59189 [0.56464, 0.61913]		Nagelkerke's R2 = 0.01187, Tjur's R2 = 0.00217	
GBE_HC1123	HC1123_non_british_white	TTE other diseases of liver	0.63842 [0.61377, 0.66307]		Incremental AUROC (full-covars) = 0.02435, Nagelkerke's R2 = 0.02524, Tjur's R2 = 0.00440	age, sex, UKB array type, Genotype PCs
GBE_HC1123	HC1123_s_asian	TTE other diseases of liver	0.53523 [0.49417, 0.57629]		Nagelkerke's R2 = 0.00179, Tjur's R2 = 0.00037	
GBE_HC1123	HC1123_s_asian	TTE other diseases of liver	0.60451 [0.56674, 0.64227]		Incremental AUROC (full-covars) = 0.00746, Nagelkerke's R2 = 0.01731, Tjur's R2 = 0.00313	age, sex, UKB array type, Genotype PCs
GBE_HC1123	HC1123_e_asian	TTE other diseases of liver	0.60324 [0.52305, 0.68342]		Nagelkerke's R2 = 0.01113, Tjur's R2 = 0.00189	
GBE_HC1123	HC1123_e_asian	TTE other diseases of liver	0.69904 [0.62545, 0.77263]		Incremental AUROC (full-covars) = 0.02137, Nagelkerke's R2 = 0.05749, Tjur's R2 = 0.01408	age, sex, UKB array type, Genotype PCs
GBE_HC1123	HC1123_african	TTE other diseases of liver	0.50545 [0.44895, 0.56196]		Nagelkerke's R2 = 0.00000, Tjur's R2 = 0.00000	
GBE_HC1123	HC1123_african	TTE other diseases of liver	0.63246 [0.57311, 0.69181]		Incremental AUROC (full-covars) = -0.00620, Nagelkerke's R2 = 0.03109, Tjur's R2 = 0.00639	age, sex, UKB array type, Genotype PCs
GBE_HC1125	HC1125_test	TTE cholelithiasis	0.61632 [0.60704, 0.62561]		Nagelkerke's R2 = 0.02571, Tjur's R2 = 0.01003	
GBE_HC1125	HC1125_test	TTE cholelithiasis	0.67421 [0.66558, 0.68284]		Incremental AUROC (full-covars) = 0.04052, Nagelkerke's R2 = 0.05848, Tjur's R2 = 0.02285	age, sex, UKB array type, Genotype PCs
GBE_HC1125	HC1125_non_british_white	TTE cholelithiasis	0.62342 [0.60688, 0.63996]		Nagelkerke's R2 = 0.02808, Tjur's R2 = 0.01035	
GBE_HC1125	HC1125_non_british_white	TTE cholelithiasis	0.66706 [0.65140, 0.68272]		Incremental AUROC (full-covars) = 0.04311, Nagelkerke's R2 = 0.05295, Tjur's R2 = 0.01951	age, sex, UKB array type, Genotype PCs
GBE_HC1125	HC1125_s_asian	TTE cholelithiasis	0.55746 [0.52498, 0.58993]		Nagelkerke's R2 = 0.00661, Tjur's R2 = 0.00208	
GBE_HC1125	HC1125_s_asian	TTE cholelithiasis	0.68516 [0.65563, 0.71470]		Incremental AUROC (full-covars) = 0.01084, Nagelkerke's R2 = 0.05864, Tjur's R2 = 0.01896	age, sex, UKB array type, Genotype PCs
GBE_HC1125	HC1125_e_asian	TTE cholelithiasis	0.55700 [0.48585, 0.62815]		Nagelkerke's R2 = 0.00347, Tjur's R2 = 0.00090	
GBE_HC1125	HC1125_e_asian	TTE cholelithiasis	0.69749 [0.63480, 0.76018]		Incremental AUROC (full-covars) = 0.01442, Nagelkerke's R2 = 0.06838, Tjur's R2 = 0.03201	age, sex, UKB array type, Genotype PCs
GBE_HC1125	HC1125_african	TTE cholelithiasis	0.56963 [0.52438, 0.61487]		Nagelkerke's R2 = 0.00765, Tjur's R2 = 0.00167	
GBE_HC1125	HC1125_african	TTE cholelithiasis	0.69202 [0.65170, 0.73234]		Incremental AUROC (full-covars) = 0.01651, Nagelkerke's R2 = 0.05473, Tjur's R2 = 0.01260	age, sex, UKB array type, Genotype PCs
GBE_HC1126	HC1126_test	TTE cholecystitis	0.53954 [0.51772, 0.56136]		Nagelkerke's R2 = 0.00239, Tjur's R2 = 0.00028	
GBE_HC1126	HC1126_test	TTE cholecystitis	0.59655 [0.57661, 0.61650]		Incremental AUROC (full-covars) = 0.00936, Nagelkerke's R2 = 0.01081, Tjur's R2 = 0.00114	age, sex, UKB array type, Genotype PCs
GBE_HC1126	HC1126_non_british_white	TTE cholecystitis	0.52696 [0.48804, 0.56587]		Nagelkerke's R2 = 0.00332, Tjur's R2 = 0.00037	
GBE_HC1126	HC1126_non_british_white	TTE cholecystitis	0.63478 [0.60059, 0.66896]		Incremental AUROC (full-covars) = 0.00654, Nagelkerke's R2 = 0.02044, Tjur's R2 = 0.00226	age, sex, UKB array type, Genotype PCs
GBE_HC1126	HC1126_s_asian	TTE cholecystitis	0.56004 [0.48650, 0.63358]		Nagelkerke's R2 = 0.00762, Tjur's R2 = 0.00085	
GBE_HC1126	HC1126_s_asian	TTE cholecystitis	0.64056 [0.57812, 0.70301]		Incremental AUROC (full-covars) = 0.01113, Nagelkerke's R2 = 0.02887, Tjur's R2 = 0.00266	age, sex, UKB array type, Genotype PCs
GBE_HC1126	HC1126_e_asian	TTE cholecystitis	0.41038 [0.27687, 0.54388]		Nagelkerke's R2 = 0.00478, Tjur's R2 = 0.00023	
GBE_HC1126	HC1126_e_asian	TTE cholecystitis	0.80850 [0.69534, 0.92165]		Incremental AUROC (full-covars) = -0.00085, Nagelkerke's R2 = 0.14928, Tjur's R2 = 0.05927	age, sex, UKB array type, Genotype PCs
GBE_HC1126	HC1126_african	TTE cholecystitis	0.59329 [0.50586, 0.68073]		Nagelkerke's R2 = 0.00524, Tjur's R2 = 0.00035	
GBE_HC1126	HC1126_african	TTE cholecystitis	0.73752 [0.65767, 0.81736]		Incremental AUROC (full-covars) = 0.00596, Nagelkerke's R2 = 0.06767, Tjur's R2 = 0.00586	age, sex, UKB array type, Genotype PCs
GBE_HC1132	HC1132_test	TTE intestinal malabsorption	0.75085 [0.72860, 0.77309]		Nagelkerke's R2 = 0.08413, Tjur's R2 = 0.01237	
GBE_HC1132	HC1132_test	TTE intestinal malabsorption	0.75898 [0.73729, 0.78067]		Incremental AUROC (full-covars) = 0.18915, Nagelkerke's R2 = 0.08993, Tjur's R2 = 0.01359	age, sex, UKB array type, Genotype PCs
GBE_HC1132	HC1132_non_british_white	TTE intestinal malabsorption	0.76402 [0.72932, 0.79873]		Nagelkerke's R2 = 0.09823, Tjur's R2 = 0.01611	
GBE_HC1132	HC1132_non_british_white	TTE intestinal malabsorption	0.77961 [0.74665, 0.81258]		Incremental AUROC (full-covars) = 0.13283, Nagelkerke's R2 = 0.11095, Tjur's R2 = 0.01891	age, sex, UKB array type, Genotype PCs
GBE_HC1132	HC1132_s_asian	TTE intestinal malabsorption	0.66531 [0.56469, 0.76593]		Nagelkerke's R2 = 0.04035, Tjur's R2 = 0.00363	
GBE_HC1132	HC1132_s_asian	TTE intestinal malabsorption	0.72065 [0.63105, 0.81026]		Incremental AUROC (full-covars) = 0.05026, Nagelkerke's R2 = 0.05999, Tjur's R2 = 0.00533	age, sex, UKB array type, Genotype PCs
