#trait	trait_name	trait_category	trait_category_plot	family
INI20440	Impact on normal roles during worst period of depression	Mental_health	Others	gaussian
INI20442	Lifetime # of depressed periods	Mental_health	Others	gaussian
INI20453	Ever taken cannabis	Mental_health	Others	gaussian
INI20454	Maximum frequency of taking cannabis	Mental_health	Others	gaussian
INI20460	Belief that own life is meaningful	Mental_health	Others	gaussian
INI20479	Ever thought that life not worth living	Mental_health	Others	gaussian
INI20495	Avoided activities or situations because of previous stressful experience in past month	Mental_health	Others	gaussian
INI20496	Felt distant from other people in past month	Mental_health	Others	gaussian
INI20498	Felt very upset when reminded of stressful experience in past month	Mental_health	Others	gaussian
INI20506	Recent feelings or nervousness or anxiety	Mental_health	Others	gaussian
INI20509	Recent inability to stop or control worrying	Mental_health	Others	gaussian
INI20510	Recent feelings of depression	Mental_health	Others	gaussian
INI20514	Recent lack of interest or pleasure in doing things	Mental_health	Others	gaussian
INI20515	Recent trouble relaxing	Mental_health	Others	gaussian
INI20517	Trouble falling or staying asleep, or sleeping too much	Mental_health	Others	gaussian
INI20519	Recent feelings of tiredness or low energy	Mental_health	Others	gaussian
INI20520	Recent worrying too much about different things	Mental_health	Others	gaussian
QT_FC10020458	General happiness	Mental_health	Others	gaussian
QT_FC10020536	Weight gain during worst episode of depression	Mental_health	Others	gaussian
INI1003063	FEV FVC ratio	Others	Others	gaussian
INI1003064	PEF pred. ratio	Others	Others	gaussian
INI26421	Education score (Wales)	Population_characteristics	Others	gaussian
INI26424	Physical environment score (Wales)	Population_characteristics	Others	gaussian
INI26426	Index of Multiple Deprivation (Wales)	Population_characteristics	Others	gaussian
INI26428	Income score (Scotland)	Population_characteristics	Others	gaussian
INI5386	# of unenthusiastic/disinterested episodes	Psychosocial_factors	Others	gaussian
QT_FC1002060	Freq. of unenthusiasm / disinterest in last 2 weeks	Psychosocial_factors	Others	gaussian
QT_FC1002080	Freq. of tiredness / lethargy in last 2 weeks	Psychosocial_factors	Others	gaussian
QT_FC1004548	Health satisfaction	Psychosocial_factors	Others	gaussian
QT_FC1004570	Friendships satisfaction	Psychosocial_factors	Others	gaussian
QT_FC1004581	Financial situation satisfaction	Psychosocial_factors	Others	gaussian
INI25741	Mean rfMRI head motion, ave.d across space and time points	Resting_functional_brain_MRI	Others	gaussian
INI25744	Inverted temporal signal-to-noise ratio in artefact-cleaned pre-processed rfMRI	Resting_functional_brain_MRI	Others	gaussian
INI3062	FVC	Spirometry	Others	gaussian
INI3063	FEV1	Spirometry	Others	gaussian
INI3064	PEF	Spirometry	Others	gaussian
INI25026	Median T2star in thalamus (L)	Susceptibility_weighted_brain_MRI	Others	gaussian
INI25027	Median T2star in thalamus (R)	Susceptibility_weighted_brain_MRI	Others	gaussian
INI25028	Median T2star in caudate (L)	Susceptibility_weighted_brain_MRI	Others	gaussian
INI25029	Median T2star in caudate (R)	Susceptibility_weighted_brain_MRI	Others	gaussian
INI25030	Median T2star in putamen (L)	Susceptibility_weighted_brain_MRI	Others	gaussian
INI25031	Median T2star in putamen (R)	Susceptibility_weighted_brain_MRI	Others	gaussian
INI25032	Median T2star in pallidum (L)	Susceptibility_weighted_brain_MRI	Others	gaussian
INI25033	Median T2star in pallidum (R)	Susceptibility_weighted_brain_MRI	Others	gaussian
INI25034	Median T2star in hippocampus (L)	Susceptibility_weighted_brain_MRI	Others	gaussian
INI25036	Median T2star in amygdala (L)	Susceptibility_weighted_brain_MRI	Others	gaussian
INI25037	Median T2star in amygdala (R)	Susceptibility_weighted_brain_MRI	Others	gaussian
INI25039	Median T2star in accumbens (R)	Susceptibility_weighted_brain_MRI	Others	gaussian
INI25000	Volumetric scaling from T1 head image to standard space	T1_structural_brain_MRI	Others	gaussian
INI25001	Vol. of peripheral cortical grey matter (normalised for head size)	T1_structural_brain_MRI	Others	gaussian
INI25002	Vol. of peripheral cortical grey matter	T1_structural_brain_MRI	Others	gaussian
INI25003	Vol. of ventricular cerebrospinal fluid (normalised for head size)	T1_structural_brain_MRI	Others	gaussian
INI25004	Vol. of ventricular cerebrospinal fluid	T1_structural_brain_MRI	Others	gaussian
INI25005	Vol. of grey matter (normalised for head size)	T1_structural_brain_MRI	Others	gaussian
INI25006	Vol. of grey matter	T1_structural_brain_MRI	Others	gaussian
INI25007	Vol. of white matter (normalised for head size)	T1_structural_brain_MRI	Others	gaussian
INI25008	Vol. of white matter	T1_structural_brain_MRI	Others	gaussian
INI25009	Vol. of brain, grey+white matter (normalised for head size)	T1_structural_brain_MRI	Others	gaussian
INI25010	Vol. of brain, grey+white matter	T1_structural_brain_MRI	Others	gaussian
INI25011	Vol. of thalamus (L)	T1_structural_brain_MRI	Others	gaussian
INI25012	Vol. of thalamus (R)	T1_structural_brain_MRI	Others	gaussian
INI25013	Vol. of caudate (L)	T1_structural_brain_MRI	Others	gaussian
INI25014	Vol. of caudate (R)	T1_structural_brain_MRI	Others	gaussian
INI25015	Vol. of putamen (L)	T1_structural_brain_MRI	Others	gaussian
INI25016	Vol. of putamen (R)	T1_structural_brain_MRI	Others	gaussian
INI25017	Vol. of pallidum (L)	T1_structural_brain_MRI	Others	gaussian
INI25018	Vol. of pallidum (R)	T1_structural_brain_MRI	Others	gaussian
INI25019	Vol. of hippocampus (L)	T1_structural_brain_MRI	Others	gaussian
INI25021	Vol. of amygdala (L)	T1_structural_brain_MRI	Others	gaussian
INI25022	Vol. of amygdala (R)	T1_structural_brain_MRI	Others	gaussian
INI25023	Vol. of accumbens (L)	T1_structural_brain_MRI	Others	gaussian
INI25024	Vol. of accumbens (R)	T1_structural_brain_MRI	Others	gaussian
INI25025	Vol. of brain stem + 4th ventricle	T1_structural_brain_MRI	Others	gaussian
INI25734	Inverted signal-to-noise ratio in T1	T1_structural_brain_MRI	Others	gaussian
INI25782	Vol. of grey matter in Frontal Pole (L)	T1_structural_brain_MRI	Others	gaussian
INI25784	Vol. of grey matter in Insular Cortex (L)	T1_structural_brain_MRI	Others	gaussian
INI25785	Vol. of grey matter in Insular Cortex (R)	T1_structural_brain_MRI	Others	gaussian
INI25786	Vol. of grey matter in Superior Frontal Gyrus (L)	T1_structural_brain_MRI	Others	gaussian
INI25787	Vol. of grey matter in Superior Frontal Gyrus (R)	T1_structural_brain_MRI	Others	gaussian
INI25788	Vol. of grey matter in Middle Frontal Gyrus (L)	T1_structural_brain_MRI	Others	gaussian
INI25789	Vol. of grey matter in Middle Frontal Gyrus (R)	T1_structural_brain_MRI	Others	gaussian
INI25791	Vol. of grey matter in Inferior Frontal Gyrus, pars triangularis (R)	T1_structural_brain_MRI	Others	gaussian
INI25793	Vol. of grey matter in Inferior Frontal Gyrus, pars opercularis (R)	T1_structural_brain_MRI	Others	gaussian
INI25794	Vol. of grey matter in Precentral Gyrus (L)	T1_structural_brain_MRI	Others	gaussian
INI25795	Vol. of grey matter in Precentral Gyrus (R)	T1_structural_brain_MRI	Others	gaussian
INI25796	Vol. of grey matter in Temporal Pole (L)	T1_structural_brain_MRI	Others	gaussian
INI25797	Vol. of grey matter in Temporal Pole (R)	T1_structural_brain_MRI	Others	gaussian
INI25798	Vol. of grey matter in Superior Temporal Gyrus, anterior division (L)	T1_structural_brain_MRI	Others	gaussian
INI25799	Vol. of grey matter in Superior Temporal Gyrus, anterior division (R)	T1_structural_brain_MRI	Others	gaussian
INI25800	Vol. of grey matter in Superior Temporal Gyrus, posterior division (L)	T1_structural_brain_MRI	Others	gaussian
INI25801	Vol. of grey matter in Superior Temporal Gyrus, posterior division (R)	T1_structural_brain_MRI	Others	gaussian
INI25803	Vol. of grey matter in Middle Temporal Gyrus, anterior division (R)	T1_structural_brain_MRI	Others	gaussian
INI25805	Vol. of grey matter in Middle Temporal Gyrus, posterior division (R)	T1_structural_brain_MRI	Others	gaussian
INI25806	Vol. of grey matter in Middle Temporal Gyrus, temporooccipital part (L)	T1_structural_brain_MRI	Others	gaussian
INI25807	Vol. of grey matter in Middle Temporal Gyrus, temporooccipital part (R)	T1_structural_brain_MRI	Others	gaussian
INI25808	Vol. of grey matter in Inferior Temporal Gyrus, anterior division (L)	T1_structural_brain_MRI	Others	gaussian
INI25809	Vol. of grey matter in Inferior Temporal Gyrus, anterior division (R)	T1_structural_brain_MRI	Others	gaussian
INI25810	Vol. of grey matter in Inferior Temporal Gyrus, posterior division (L)	T1_structural_brain_MRI	Others	gaussian
INI25812	Vol. of grey matter in Inferior Temporal Gyrus, temporooccipital part (L)	T1_structural_brain_MRI	Others	gaussian
INI25813	Vol. of grey matter in Inferior Temporal Gyrus, temporooccipital part (R)	T1_structural_brain_MRI	Others	gaussian
INI25815	Vol. of grey matter in Postcentral Gyrus (R)	T1_structural_brain_MRI	Others	gaussian
INI25817	Vol. of grey matter in Superior Parietal Lobule (R)	T1_structural_brain_MRI	Others	gaussian
INI25818	Vol. of grey matter in Supramarginal Gyrus, anterior division (L)	T1_structural_brain_MRI	Others	gaussian
INI25820	Vol. of grey matter in Supramarginal Gyrus, posterior division (L)	T1_structural_brain_MRI	Others	gaussian
INI25822	Vol. of grey matter in Angular Gyrus (L)	T1_structural_brain_MRI	Others	gaussian
INI25825	Vol. of grey matter in Lateral Occipital Cortex, superior division (R)	T1_structural_brain_MRI	Others	gaussian
INI25827	Vol. of grey matter in Lateral Occipital Cortex, inferior division (R)	T1_structural_brain_MRI	Others	gaussian
INI25828	Vol. of grey matter in Intracalcarine Cortex (L)	T1_structural_brain_MRI	Others	gaussian
INI25829	Vol. of grey matter in Intracalcarine Cortex (R)	T1_structural_brain_MRI	Others	gaussian
INI25830	Vol. of grey matter in Frontal Medial Cortex (L)	T1_structural_brain_MRI	Others	gaussian
INI25833	Vol. of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (R)	T1_structural_brain_MRI	Others	gaussian
INI25834	Vol. of grey matter in Subcallosal Cortex (L)	T1_structural_brain_MRI	Others	gaussian
INI25835	Vol. of grey matter in Subcallosal Cortex (R)	T1_structural_brain_MRI	Others	gaussian
INI25837	Vol. of grey matter in Paracingulate Gyrus (R)	T1_structural_brain_MRI	Others	gaussian
INI25838	Vol. of grey matter in Cingulate Gyrus, anterior division (L)	T1_structural_brain_MRI	Others	gaussian
INI25839	Vol. of grey matter in Cingulate Gyrus, anterior division (R)	T1_structural_brain_MRI	Others	gaussian
INI25840	Vol. of grey matter in Cingulate Gyrus, posterior division (L)	T1_structural_brain_MRI	Others	gaussian
INI25841	Vol. of grey matter in Cingulate Gyrus, posterior division (R)	T1_structural_brain_MRI	Others	gaussian
INI25842	Vol. of grey matter in Precuneous Cortex (L)	T1_structural_brain_MRI	Others	gaussian
INI25845	Vol. of grey matter in Cuneal Cortex (R)	T1_structural_brain_MRI	Others	gaussian
INI25846	Vol. of grey matter in Frontal Orbital Cortex (L)	T1_structural_brain_MRI	Others	gaussian
INI25847	Vol. of grey matter in Frontal Orbital Cortex (R)	T1_structural_brain_MRI	Others	gaussian
INI25848	Vol. of grey matter in Parahippocampal Gyrus, anterior division (L)	T1_structural_brain_MRI	Others	gaussian
INI25849	Vol. of grey matter in Parahippocampal Gyrus, anterior division (R)	T1_structural_brain_MRI	Others	gaussian
INI25850	Vol. of grey matter in Parahippocampal Gyrus, posterior division (L)	T1_structural_brain_MRI	Others	gaussian
INI25851	Vol. of grey matter in Parahippocampal Gyrus, posterior division (R)	T1_structural_brain_MRI	Others	gaussian
INI25853	Vol. of grey matter in Lingual Gyrus (R)	T1_structural_brain_MRI	Others	gaussian
INI25854	Vol. of grey matter in Temporal Fusiform Cortex, anterior division (L)	T1_structural_brain_MRI	Others	gaussian
INI25856	Vol. of grey matter in Temporal Fusiform Cortex, posterior division (L)	T1_structural_brain_MRI	Others	gaussian
INI25857	Vol. of grey matter in Temporal Fusiform Cortex, posterior division (R)	T1_structural_brain_MRI	Others	gaussian
INI25859	Vol. of grey matter in Temporal Occipital Fusiform Cortex (R)	T1_structural_brain_MRI	Others	gaussian
INI25860	Vol. of grey matter in Occipital Fusiform Gyrus (L)	T1_structural_brain_MRI	Others	gaussian
INI25861	Vol. of grey matter in Occipital Fusiform Gyrus (R)	T1_structural_brain_MRI	Others	gaussian
INI25862	Vol. of grey matter in Frontal Operculum Cortex (L)	T1_structural_brain_MRI	Others	gaussian
INI25864	Vol. of grey matter in Central Opercular Cortex (L)	T1_structural_brain_MRI	Others	gaussian
INI25865	Vol. of grey matter in Central Opercular Cortex (R)	T1_structural_brain_MRI	Others	gaussian
INI25866	Vol. of grey matter in Parietal Operculum Cortex (L)	T1_structural_brain_MRI	Others	gaussian
INI25867	Vol. of grey matter in Parietal Operculum Cortex (R)	T1_structural_brain_MRI	Others	gaussian
INI25868	Vol. of grey matter in Planum Polare (L)	T1_structural_brain_MRI	Others	gaussian
INI25869	Vol. of grey matter in Planum Polare (R)	T1_structural_brain_MRI	Others	gaussian
INI25870	Vol. of grey matter in Heschl's Gyrus (includes H1 and H2) (L)	T1_structural_brain_MRI	Others	gaussian
INI25871	Vol. of grey matter in Heschl's Gyrus (includes H1 and H2) (R)	T1_structural_brain_MRI	Others	gaussian
INI25872	Vol. of grey matter in Planum Temporale (L)	T1_structural_brain_MRI	Others	gaussian
INI25873	Vol. of grey matter in Planum Temporale (R)	T1_structural_brain_MRI	Others	gaussian
INI25874	Vol. of grey matter in Supracalcarine Cortex (L)	T1_structural_brain_MRI	Others	gaussian
INI25875	Vol. of grey matter in Supracalcarine Cortex (R)	T1_structural_brain_MRI	Others	gaussian
INI25877	Vol. of grey matter in Occipital Pole (R)	T1_structural_brain_MRI	Others	gaussian
INI25878	Vol. of grey matter in Thalamus (L)	T1_structural_brain_MRI	Others	gaussian
INI25879	Vol. of grey matter in Thalamus (R)	T1_structural_brain_MRI	Others	gaussian
INI25880	Vol. of grey matter in Caudate (L)	T1_structural_brain_MRI	Others	gaussian
INI25881	Vol. of grey matter in Caudate (R)	T1_structural_brain_MRI	Others	gaussian
INI25882	Vol. of grey matter in Putamen (L)	T1_structural_brain_MRI	Others	gaussian
INI25883	Vol. of grey matter in Putamen (R)	T1_structural_brain_MRI	Others	gaussian
INI25886	Vol. of grey matter in Hippocampus (L)	T1_structural_brain_MRI	Others	gaussian
INI25887	Vol. of grey matter in Hippocampus (R)	T1_structural_brain_MRI	Others	gaussian
INI25888	Vol. of grey matter in Amygdala (L)	T1_structural_brain_MRI	Others	gaussian
INI25890	Vol. of grey matter in Ventral Striatum (L)	T1_structural_brain_MRI	Others	gaussian
INI25891	Vol. of grey matter in Ventral Striatum (R)	T1_structural_brain_MRI	Others	gaussian
INI25892	Vol. of grey matter in Brain-Stem	T1_structural_brain_MRI	Others	gaussian
INI25893	Vol. of grey matter in I-IV Cerebellum (L)	T1_structural_brain_MRI	Others	gaussian
INI25894	Vol. of grey matter in I-IV Cerebellum (R)	T1_structural_brain_MRI	Others	gaussian
INI25895	Vol. of grey matter in V Cerebellum (L)	T1_structural_brain_MRI	Others	gaussian
INI25896	Vol. of grey matter in V Cerebellum (R)	T1_structural_brain_MRI	Others	gaussian
INI25897	Vol. of grey matter in VI Cerebellum (L)	T1_structural_brain_MRI	Others	gaussian
INI25898	Vol. of grey matter in Vermis VI Cerebellum	T1_structural_brain_MRI	Others	gaussian
INI25899	Vol. of grey matter in VI Cerebellum (R)	T1_structural_brain_MRI	Others	gaussian
INI25902	Vol. of grey matter in Crus I Cerebellum (R)	T1_structural_brain_MRI	Others	gaussian
INI25903	Vol. of grey matter in Crus II Cerebellum (L)	T1_structural_brain_MRI	Others	gaussian
INI25904	Vol. of grey matter in Vermis Crus II Cerebellum	T1_structural_brain_MRI	Others	gaussian
INI25905	Vol. of grey matter in Crus II Cerebellum (R)	T1_structural_brain_MRI	Others	gaussian
INI25906	Vol. of grey matter in VIIb Cerebellum (L)	T1_structural_brain_MRI	Others	gaussian
INI25907	Vol. of grey matter in Vermis VIIb Cerebellum	T1_structural_brain_MRI	Others	gaussian
INI25908	Vol. of grey matter in VIIb Cerebellum (R)	T1_structural_brain_MRI	Others	gaussian
INI25909	Vol. of grey matter in VIIIa Cerebellum (L)	T1_structural_brain_MRI	Others	gaussian
INI25910	Vol. of grey matter in Vermis VIIIa Cerebellum	T1_structural_brain_MRI	Others	gaussian
INI25911	Vol. of grey matter in VIIIa Cerebellum (R)	T1_structural_brain_MRI	Others	gaussian
INI25912	Vol. of grey matter in VIIIb Cerebellum (L)	T1_structural_brain_MRI	Others	gaussian
INI25913	Vol. of grey matter in Vermis VIIIb Cerebellum	T1_structural_brain_MRI	Others	gaussian
INI25914	Vol. of grey matter in VIIIb Cerebellum (R)	T1_structural_brain_MRI	Others	gaussian
INI25915	Vol. of grey matter in IX Cerebellum (L)	T1_structural_brain_MRI	Others	gaussian
INI25916	Vol. of grey matter in Vermis IX Cerebellum	T1_structural_brain_MRI	Others	gaussian
INI25917	Vol. of grey matter in IX Cerebellum (R)	T1_structural_brain_MRI	Others	gaussian
INI25919	Vol. of grey matter in Vermis X Cerebellum	T1_structural_brain_MRI	Others	gaussian
INI25920	Vol. of grey matter in X Cerebellum (R)	T1_structural_brain_MRI	Others	gaussian
INI25781	Total vol. of white matter hyperintensities (from T1 and T2 FLAIR images)	T2-weighted_brain_MRI	Others	gaussian
INI25040	Median BOLD effect (in group-defined mask) for shapes activation	Task_functional_brain_MRI	Others	gaussian
INI25042	Median z-stat. (in group-defined mask) for shapes activation	Task_functional_brain_MRI	Others	gaussian
INI25046	Median z-stat. (in group-defined mask) for faces activation	Task_functional_brain_MRI	Others	gaussian
INI25048	Median BOLD effect (in group-defined mask) for faces-shapes contrast	Task_functional_brain_MRI	Others	gaussian
INI25050	Median z-stat. (in group-defined mask) for faces-shapes contrast	Task_functional_brain_MRI	Others	gaussian
INI25054	Median z-stat. (in group-defined amygdala activation mask) for faces-shapes contrast	Task_functional_brain_MRI	Others	gaussian
INI25742	Mean tfMRI head motion, ave.d across space and time points	Task_functional_brain_MRI	Others	gaussian
INI25761	90%ile of BOLD effect (in group-defined mask) for shapes activation	Task_functional_brain_MRI	Others	gaussian
INI25763	90%ile of BOLD effect (in group-defined mask) for faces activation	Task_functional_brain_MRI	Others	gaussian
INI25765	90%ile of BOLD effect (in group-defined mask) for faces-shapes contrast	Task_functional_brain_MRI	Others	gaussian
INI25766	90%ile of z-stat. (in group-defined mask) for faces-shapes contrast	Task_functional_brain_MRI	Others	gaussian
INI25767	90%ile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast	Task_functional_brain_MRI	Others	gaussian
INI22146	Age hayfever or allergic rhinitis diagnosed by doctor	Work_environment	Others	gaussian
INI22147	Age asthma diagnosed by doctor	Work_environment	Others	gaussian
INI22503	Years of cough on most days	Work_environment	Others	gaussian
