#trait	trait_name	trait_category	trait_category_plot	family	pred_PRS	pred_covar	pred_full	pred_delta	n_variables	WBtest_P	WBtest_BYq	WBtest_is_significant	WBtest_BHq	trait_label	PGScatalog_ID	EFO_ID	EFO_label
HC1207	TTE pyogenic arthritis	Disease_outcome	Disease outcome	binomial	0.000764995864834302	0.00976464633352121	0.0103317341214923	0.000567087787971089	40	0.327957095674386	1	FALSE	0.424878191001999	TTE pyogenic arthritis (HC1207)			
HC1209	TTE reactive arthropathies	Disease_outcome	Disease outcome	binomial	0.0287893890977563	0.00576338882290306	0.0305253649605864	0.0247619761376833	6	3.9483519293692e-06	6.28467315693789e-05	TRUE	7.92201380700359e-06	TTE reactive arthropathies (HC1209)	PGS001110	EFO_0007460	reactive arthritis
HC121	Peritonitis	Disease_outcome	Disease outcome	binomial	2.61387439826277e-05	0.00289711906403843	0.00290524951974477	8.13045570634014e-06	28	0.678560188376442	1	FALSE	0.756911400434164	Peritonitis (HC121)			
HC1211	TTE seropositive rheumatoid arthritis	Disease_outcome	Disease outcome	binomial	0.0461177017784945	0.0186880309092333	0.0530879592051894	0.0343999282959561	3	2.16071330620153e-21	5.64761366310618e-20	TRUE	7.11898173516925e-21	TTE seropositive rheumatoid arthritis (HC1211)	PGS001311	EFO_0000685	rheumatoid arthritis
HC1212	TTE other rheumatoid arthritis	Disease_outcome	Disease outcome	binomial	0.0149549954999009	0.0244232413154154	0.0389339907966582	0.0145107494812428	323	4.64889054425157e-42	1.69260798552661e-40	TRUE	2.13358173071956e-41	TTE other rheumatoid arthritis (HC1212)	PGS001309	EFO_0000685	rheumatoid arthritis
HC1213	TTE psoriatic and enteropathic arthropathies	Disease_outcome	Disease outcome	binomial	0.00800735478073887	0.00100869036406842	0.00848985319571294	0.00748116283164452	17	8.37532601312046e-06	0.000131126351442083	TRUE	1.65288590296766e-05	TTE psoriatic and enteropathic arthropathies (HC1213)	PGS001522	HP_0003040	Arthropathy
HC1215	TTE gout	Disease_outcome	Disease outcome	binomial	0.0391889797571439	0.110130434196621	0.148669228557278	0.038538794360657	1796	7.54573440117042e-154	4.98316317811813e-152	TRUE	6.28142252012325e-153	TTE gout (HC1215)	PGS001249	EFO_0004274	gout
HC1218	TTE other arthritis	Disease_outcome	Disease outcome	binomial	0.000115264418088712	0.0381970842699364	0.038216209345665	1.91250757285988e-05	1	0.0882903269834108	1	FALSE	0.132856032527746	TTE other arthritis (HC1218)			
HC122	Disorder or pituitary gland	Disease_outcome	Disease outcome	binomial	6.83794028242967e-05	0.00489129922351995	0.00427798845995774	-0.00061331076356221	5	0.765021699115439	1	FALSE	0.829663281861243	Disorder or pituitary gland (HC122)			
HC1220	TTE polyarthrosis	Disease_outcome	Disease outcome	binomial	1.32686081115165e-06	0.0497993503993521	0.0498004224043819	1.07200502980076e-06	1	0.898015702358892	1	FALSE	0.933816992818383	TTE polyarthrosis (HC1220)			
HC1221	TTE coxarthrosis [arthrosis of hip]	Disease_outcome	Disease outcome	binomial	0.00627708580068573	0.056649430939759	0.0624726804244822	0.0058232494847232	634	1.24777765439598e-28	3.68849634042512e-27	TRUE	4.64945721221359e-28	TTE coxarthrosis [arthrosis of hip] (HC1221)	PGS000967	EFO_1000786	osteoarthritis, hip
HC1222	TTE gonarthrosis [arthrosis of knee]	Disease_outcome	Disease outcome	binomial	0.00680443563571063	0.0374873131658639	0.0431152961125326	0.0056279829466687	4525	4.1117382850599e-42	1.50144002885622e-40	TRUE	1.89260894591728e-41	TTE gonarthrosis [arthrosis of knee] (HC1222)	PGS001192	EFO_0004616	osteoarthritis, knee
HC1228	TTE internal derangement of knee	Disease_outcome	Disease outcome	binomial	0.00124818362381213	0.00759652073840037	0.00867651470711842	0.00107999396871805	118	5.56134853481899e-07	9.30545582360653e-06	TRUE	1.17297984595576e-06	TTE internal derangement of knee (HC1228)	PGS001027	EFO_0009507	knee injury
HC123	Muscle/soft tissue problem	Disease_outcome	Disease outcome	binomial	3.26113975066438e-05	0.00242775998349999	0.00210829755106946	-0.00031946243243053	27	0.652287222208484	1	FALSE	0.734409714213149	Muscle/soft tissue problem (HC123)			
HC1235	TTE systemic sclerosis	Disease_outcome	Disease outcome	binomial	0.000659250768585034	0.0303100169602824	0.0304127288224719	0.000102711862189499	1	0.465735858158546	1	FALSE	0.568990334128122	TTE systemic sclerosis (HC1235)			
HC1236	TTE other systemic involvement of connective tissue	Disease_outcome	Disease outcome	binomial	0.00969399830352841	0.0505702983857154	0.0595325578667302	0.0089622594810148	79	1.21834937786903e-17	2.88120384640452e-16	TRUE	3.63184147879054e-17	TTE other systemic involvement of connective tissue (HC1236)	PGS000960	EFO_1001986	connective tissue disease
HC124	Undescended testicle	Disease_outcome	Disease outcome	binomial	0.00179220069634536	0.0884078739539004	0.0878270450931979	-0.000580828860702501	1	0.346747968720112	1	FALSE	0.445900222717317	Undescended testicle (HC124)			
HC1240	TTE spinal osteochondrosis	Disease_outcome	Disease outcome	binomial	0.000742486455465652	0.00513169529395699	0.00550208904689915	0.00037039375294216	1	0.586960456962522	1	FALSE	0.678429184007642	TTE spinal osteochondrosis (HC1240)			
HC1242	TTE ankylosing spondylitis	Disease_outcome	Disease outcome	binomial	0.102324756805249	0.0132137753427926	0.115002141143975	0.101788365801182	10	6.67448577429307e-99	3.71598876388141e-97	TRUE	4.6841122137976e-98	TTE ankylosing spondylitis (HC1242)	PGS001268	EFO_0003898	ankylosing spondylitis
HC1248	TTE other intervertebral disk disorders	Disease_outcome	Disease outcome	binomial	0.00232314811422667	0.00131325626908535	0.00313336661267203	0.00182011034358668	111	3.28692268074175e-12	6.56085662067512e-11	TRUE	8.27015111794347e-12	TTE other intervertebral disk disorders (HC1248)	PGS000932	MONDO_0000812	vertebral column disease
HC125	Anaemia	Disease_outcome	Disease outcome	binomial	0.000473118567305999	0.0129404531003912	0.0133620922740122	0.000421639173621001	13	0.000635358286199383	0.00906694307426579	FALSE	0.0011429146182782	Anaemia (HC125)			
HC1253	TTE other disorders of muscle	Disease_outcome	Disease outcome	binomial	0.00133894689229198	0.00574027099325709	0.00605341197449085	0.00031314098123376	1	0.0038079664521958	0.0525889942741007	FALSE	0.00662899610421182	TTE other disorders of muscle (HC1253)			
HC1257	TTE other disorders of synovium and tendon	Disease_outcome	Disease outcome	binomial	0.000859956117523594	0.00714294818690869	0.0078568569963866	0.000713908809477911	40	0.000759756505428668	0.010792559166682	FALSE	0.00136043355949184	TTE other disorders of synovium and tendon (HC1257)			
HC1261	TTE fibroblastic disorders	Disease_outcome	Disease outcome	binomial	0.010882155398314	0.0139295255197147	0.0246966891473818	0.0107671636276671	252	4.65011798675246e-54	2.0116087638188e-52	TRUE	2.53569151542425e-53	TTE fibroblastic disorders (HC1261)	PGS001031	EFO_0009432	fibroblastic disorder
HC1268	TTE osteoporosis without pathological fracture	Disease_outcome	Disease outcome	binomial	0.00889567324076531	0.119116587841322	0.127788728111369	0.00867214027004699	1270	1.41089512993601e-35	4.72152472414263e-34	TRUE	5.95161961819368e-35	TTE osteoporosis without pathological fracture (HC1268)	PGS001274	EFO_0003882	osteoporosis
HC1271	TTE disorders of continuity of bone	Disease_outcome	Disease outcome	binomial	0.000457675370404146	0.0250891523559726	0.0248086231499683	-0.000280529206004299	2	0.113095513223114	1	FALSE	0.16681854683711	TTE disorders of continuity of bone (HC1271)			
HC1278	TTE juvenile osteochondrosis of hip and pelvis	Disease_outcome	Disease outcome	binomial	0.00271545568108253	0.00417444999368742	0.00583846155720717	0.00166401156351975	8	0.29999722787263	1	FALSE	0.394202906482507	TTE juvenile osteochondrosis of hip and pelvis (HC1278)			
HC128	Peripheral nerve disorder	Disease_outcome	Disease outcome	binomial	0.000352741149672367	0.000628345602547383	0.000811238705431685	0.000182893102884302	250	0.638225068594324	1	FALSE	0.721171286895392	Peripheral nerve disorder (HC128)			
HC1282	TTE other acquired deformities of musculoskeletal system and connective tissue	Disease_outcome	Disease outcome	binomial	0.000126267553366088	0.00245465828792044	0.00241943888892355	-3.52193989968897e-05	1	0.483784512658785	1	FALSE	0.589009597879908	TTE other acquired deformities of musculoskeletal system and connective tissue (HC1282)			
HC1289	TTE nephrotic syndrome	Disease_outcome	Disease outcome	binomial	0.00542262698918371	0.00343644268106073	0.00732597436773932	0.00388953168667859	17	0.0453957512617	0.563044309613449	FALSE	0.0709733773472133	TTE nephrotic syndrome (HC1289)			
HC129	Muscle or soft tissue injuries	Disease_outcome	Disease outcome	binomial	1.35608190475055e-06	0.0204715387678306	0.0204721042372484	5.65469417800751e-07	1	0.92393331393687	1	FALSE	0.952260607235561	Muscle or soft tissue injuries (HC129)			
HC1295	TTE chronic tubulo-interstitial nephritis	Disease_outcome	Disease outcome	binomial	0.00430884163510841	0.0100420897490416	0.00818516036169172	-0.00185692938734988	1	0.119262234418091	1	FALSE	0.17508949049185	TTE chronic tubulo-interstitial nephritis (HC1295)			
HC1297	TTE obstructive and reflux uropathy	Disease_outcome	Disease outcome	binomial	1.36043723693468e-05	0.0161524604472444	0.0161308208408749	-2.16396063695001e-05	20	0.770447141143459	1	FALSE	0.833275588036982	TTE obstructive and reflux uropathy (HC1297)			
HC13	Lichen sclerosis	Disease_outcome	Disease outcome	binomial	0.00223952948353551	0.0499164922081827	0.048227951695959	-0.0016885405122237	5	0.259517126179562	1	FALSE	0.348024252331632	Lichen sclerosis (HC13)			
HC130	Housemaid's knee (prepatellar bursitis)	Disease_outcome	Disease outcome	binomial	5.55451871970264e-05	0.0144013892982495	0.0144149499319661	1.35606337165993e-05	9	0.835930423610091	1	FALSE	0.886335442377908	Housemaid's knee (prepatellar bursitis) (HC130)			
HC1302	TTE chronic renal failure	Disease_outcome	Disease outcome	binomial	0.00202504871610717	0.0661412933230284	0.0681492648092272	0.0020079714861988	158	2.36836686086792e-09	4.31147670955435e-08	TRUE	5.43474213674237e-09	TTE chronic renal failure (HC1302)	PGS001272	EFO_0003884	chronic kidney disease
HC1304	TTE calculus of kidney and ureter	Disease_outcome	Disease outcome	binomial	0.00592180804227449	0.0294611209737862	0.0350283680022483	0.0055672470284621	341	5.26236585917082e-14	1.11874120692677e-12	TRUE	1.41020591945245e-13	TTE calculus of kidney and ureter (HC1304)	PGS001250	EFO_0004253|EFO_1001228	nephrolithiasis|ureterolithiasis
HC1305	TTE calculus of lower urinary tract	Disease_outcome	Disease outcome	binomial	0.000979631048649487	0.0726193260614027	0.0724946006569155	-0.0001247254044872	1	0.130641687489226	1	FALSE	0.19054449293629	TTE calculus of lower urinary tract (HC1305)			
HC1307	TTE unspecified renal colic	Disease_outcome	Disease outcome	binomial	5.55967512175165e-06	0.0153127845060918	0.0146799288107773	-0.0006328556953145	143	0.840458433386631	1	FALSE	0.889843830411416	TTE unspecified renal colic (HC1307)			
HC1313	TTE cystitis	Disease_outcome	Disease outcome	binomial	1.20739819605315e-08	0.0596052843823875	0.0596033621428327	-1.92223955480103e-06	3	0.988405810970358	1	FALSE	0.990938561286746	TTE cystitis (HC1313)			
HC132	Angina	Disease_outcome	Disease outcome	binomial	0.0111170082250028	0.103259977736003	0.114637740431037	0.011377762695034	2562	2.86719056781944e-60	1.32332257919078e-58	TRUE	1.66808670581317e-59	Angina (HC132)	PGS001260	EFO_0003913	angina pectoris
HC1322	TTE hyperplasia of prostate	Disease_outcome	Disease outcome	binomial	0.00669557340734221	0.317676219979301	0.324326279620555	0.00665005964125398	1223	3.02853714333629e-35	1.00805798949205e-33	TRUE	1.27068649579659e-34	TTE hyperplasia of prostate (HC1322)	PGS001338	EFO_0000284	benign prostatic hyperplasia
HC1324	TTE other disorders of prostate	Disease_outcome	Disease outcome	binomial	0.000317066271035099	0.172913274356279	0.173131431345814	0.000218156989534979	4	0.220279318350035	1	FALSE	0.300555477957982	TTE other disorders of prostate (HC1324)			
HC1329	TTE redundant prepuce, phimosis and paraphimosis	Disease_outcome	Disease outcome	binomial	0.00125565651711793	0.136438968663463	0.137433414599326	0.000994445935863009	14	0.00872997691064484	0.117683319022094	FALSE	0.014834325586492	TTE redundant prepuce, phimosis and paraphimosis (HC1329)			
HC133	Anal fissure	Disease_outcome	Disease outcome	binomial	0.000868317258008387	0.00738340877968636	0.00729748480537679	-8.59239743095696e-05	4	0.0226262440720676	0.289901280719828	FALSE	0.0365429019326995	Anal fissure (HC133)			
HC1334	TTE benign mammary dysplasia	Disease_outcome	Disease outcome	binomial	0.000954327413995284	0.13802600881654	0.138940994636595	0.000914985820055003	138	0.000259484878034563	0.00375917613657626	FALSE	0.00047385511566405	TTE benign mammary dysplasia (HC1334)			
HC134	Bone disorder	Disease_outcome	Disease outcome	binomial	0.000194113725647347	0.00417513218639932	0.00427727137522281	0.00010213918882349	3	0.377565381929398	1	FALSE	0.478066199611252	Bone disorder (HC134)			
HC1341	TTE inflammatory disease of cervix uteri	Disease_outcome	Disease outcome	binomial	0.000258879961576507	0.101252323337187	0.101082653592685	-0.000169669744501999	4	0.335766358859552	1	FALSE	0.433202268437922	TTE inflammatory disease of cervix uteri (HC1341)			
HC1346	TTE vulvovaginal ulceration and inflammation in diseases classified elsewhere	Disease_outcome	Disease outcome	binomial	0.000137029308391868	0.0753276953905194	0.074246573338887	-0.0010811220516324	73	0.740527509607017	1	FALSE	0.807613625459917	TTE vulvovaginal ulceration and inflammation in diseases classified elsewhere (HC1346)			
HC135	Anxiety/panic attacks	Disease_outcome	Disease outcome	binomial	1.72019153637414e-05	0.00894375837628591	0.00853511619485471	-0.000408642181431201	112	0.674475424872373	1	FALSE	0.753967171375188	Anxiety/panic attacks (HC135)			
HC1350	TTE noninflammatory disorders of ovary, fallopian tube and broad ligament	Disease_outcome	Disease outcome	binomial	0.00021555011283377	0.144996547623231	0.145044332658665	4.77850354340115e-05	185	0.0883726069401811	1	FALSE	0.132856032527746	TTE noninflammatory disorders of ovary, fallopian tube and broad ligament (HC1350)			
HC136	Connective tissue disorder	Disease_outcome	Disease outcome	binomial	0.00306307418979729	0.0436676385031386	0.0466351910445702	0.0029675525414316	16	2.60504737759545e-06	4.18947660191286e-05	TRUE	5.28095744292342e-06	Connective tissue disorder (HC136)	PGS000959	EFO_1001986	connective tissue disease
HC1389	TTE maternal care for other conditions predominantly related to pregnancy	Disease_outcome	Disease outcome	binomial	1.05372346937651e-05	0.306866097237381	0.306699108378688	-0.000166988858692985	2	0.845718630933111	1	FALSE	0.894290309061026	TTE maternal care for other conditions predominantly related to pregnancy (HC1389)			
HC1398	TTE maternal care for other known or suspected foetal problems	Disease_outcome	Disease outcome	binomial	0.00174715881847115	0.341837090878114	0.343121493581994	0.00128440270388003	41	0.0102841570210028	0.137736932977912	FALSE	0.017362142112049	TTE maternal care for other known or suspected foetal problems (HC1398)			
HC1406	TTE false labour	Disease_outcome	Disease outcome	binomial	0.000538338775474215	0.309147804950143	0.309146569652231	-1.23529791201671e-06	1	0.280431897890014	1	FALSE	0.372244207122877	TTE false labour (HC1406)			
HC1407	TTE prolonged pregnancy	Disease_outcome	Disease outcome	binomial	0.000886876373186861	0.309865947671272	0.30813452475178	-0.00173142291949202	16	0.144915441573237	1	FALSE	0.208066666112033	TTE prolonged pregnancy (HC1407)			
HC1408	TTE preterm delivery	Disease_outcome	Disease outcome	binomial	0.000108194324505039	0.189941047791884	0.1899978297079	5.6781916015991e-05	5	0.681998800463948	1	FALSE	0.759123842621678	TTE preterm delivery (HC1408)			
HC1410	TTE abnormalities of forces of labour	Disease_outcome	Disease outcome	binomial	0.000344021804955667	0.263730390103163	0.263805155506055	7.47654028919742e-05	1	0.574344249271461	1	FALSE	0.669596296752891	TTE abnormalities of forces of labour (HC1410)			
HC1417	TTE labour and delivery complicated by umbilical cord complications	Disease_outcome	Disease outcome	binomial	0.00321628699819963	0.260503130929485	0.259727101850201	-0.000776029079284035	2	0.0322901101246615	0.407413927341412	FALSE	0.0513557137653407	TTE labour and delivery complicated by umbilical cord complications (HC1417)			
HC142	Synovitis	Disease_outcome	Disease outcome	binomial	0.000103570681796926	0.0037992689147488	0.00389591673360311	9.66478188543099e-05	16	0.308277149563808	1	FALSE	0.403726978299046	Synovitis (HC142)			
HC143	Retinal problem	Disease_outcome	Disease outcome	binomial	0.000300840968733614	0.00808032893683968	0.00796127113554098	-0.0001190578012987	3	0.452295783685826	1	FALSE	0.555647159384106	Retinal problem (HC143)			
HC144	Chickenpox	Disease_outcome	Disease outcome	binomial	3.6540286265157e-08	0.0151295317901368	0.0150909357782416	-3.85960118952002e-05	8	0.983229155714388	1	FALSE	0.988066298403897	Chickenpox (HC144)			
HC146	Pleural effusion	Disease_outcome	Disease outcome	binomial	8.07321681714764e-05	0.0311413226390188	0.0311837113439954	4.23887049766022e-05	2	0.351339098269342	1	FALSE	0.450693187534033	Pleural effusion (HC146)			
HC151	Multiple sclerosis	Disease_outcome	Disease outcome	binomial	0.0290420106684675	0.0123104197184201	0.0410451349901331	0.028734715271713	41	4.91181086097089e-26	1.39547365382992e-24	TRUE	1.75903523968408e-25	Multiple sclerosis (HC151)	PGS001270	EFO_0003885	multiple sclerosis
