#trait	trait_name	trait_category	family	h2_obs	h2_obs_se	lambda_GC	mean_chi2	intercept	intercept_se	ratio	ratio_se	WB_case_n	WB_control_n	WB_prev	WB_prev_z	h2_liability
INI25610	WA L2 in tract inferior longitudinal fasciculus (L)	Diffusion_brain_MRI	gaussian	0.2422	0.0295	1.0772	1.103	1.017	0.0065	0.1654	0.0629	NA	NA	NA	NA	NA
INI25611	WA L2 in tract inferior longitudinal fasciculus (R)	Diffusion_brain_MRI	gaussian	0.2491	0.0318	1.0802	1.106	1.0143	0.0064	0.135	0.0607	NA	NA	NA	NA	NA
INI25617	WA L2 in tract superior longitudinal fasciculus (L)	Diffusion_brain_MRI	gaussian	0.3345	0.0365	1.0926	1.149	1.0141	0.0063	0.0948	0.0426	NA	NA	NA	NA	NA
INI25619	WA L2 in tract superior thalamic radiation (L)	Diffusion_brain_MRI	gaussian	0.2127	0.0292	1.071	1.1	1.0153	0.0063	0.1526	0.0627	NA	NA	NA	NA	NA
INI25621	WA L2 in tract uncinate fasciculus (L)	Diffusion_brain_MRI	gaussian	0.2183	0.0295	1.071	1.0913	1.0097	0.0067	0.1068	0.0735	NA	NA	NA	NA	NA
INI25622	WA L2 in tract uncinate fasciculus (R)	Diffusion_brain_MRI	gaussian	0.2686	0.029	1.0802	1.1112	1.0049	0.0061	0.0437	0.0549	NA	NA	NA	NA	NA
INI25624	WA L3 in tract acoustic radiation (R)	Diffusion_brain_MRI	gaussian	0.1799	0.0261	1.0527	1.0676	1.0043	0.0067	0.0634	0.0984	NA	NA	NA	NA	NA
INI25625	WA L3 in tract anterior thalamic radiation (L)	Diffusion_brain_MRI	gaussian	0.2203	0.0294	1.0679	1.1	1.0115	0.0059	0.1155	0.0594	NA	NA	NA	NA	NA
INI25626	WA L3 in tract anterior thalamic radiation (R)	Diffusion_brain_MRI	gaussian	0.2556	0.031	1.0679	1.0981	1.0004	0.0063	0.0038	0.0641	NA	NA	NA	NA	NA
INI25627	WA L3 in tract cingulate gyrus part of cingulum (L)	Diffusion_brain_MRI	gaussian	0.2158	0.027	1.0741	1.0946	1.0119	0.0061	0.1257	0.0644	NA	NA	NA	NA	NA
INI25628	WA L3 in tract cingulate gyrus part of cingulum (R)	Diffusion_brain_MRI	gaussian	0.2237	0.0276	1.071	1.0969	1.0109	0.0063	0.1121	0.0646	NA	NA	NA	NA	NA
INI25634	WA L3 in tract forceps minor	Diffusion_brain_MRI	gaussian	0.2634	0.0386	1.0802	1.1219	1.0145	0.0074	0.1188	0.0607	NA	NA	NA	NA	NA
INI25635	WA L3 in tract inferior fronto-occipital fasciculus (L)	Diffusion_brain_MRI	gaussian	0.281	0.0296	1.0864	1.1217	1.015	0.006	0.1237	0.0495	NA	NA	NA	NA	NA
INI25636	WA L3 in tract inferior fronto-occipital fasciculus (R)	Diffusion_brain_MRI	gaussian	0.3291	0.0335	1.0864	1.1285	1.0032	0.0064	0.0248	0.0498	NA	NA	NA	NA	NA
INI25637	WA L3 in tract inferior longitudinal fasciculus (L)	Diffusion_brain_MRI	gaussian	0.2708	0.0324	1.0833	1.1185	1.019	0.0064	0.1607	0.0542	NA	NA	NA	NA	NA
INI25638	WA L3 in tract inferior longitudinal fasciculus (R)	Diffusion_brain_MRI	gaussian	0.2848	0.0354	1.0833	1.1236	1.0142	0.0066	0.115	0.0535	NA	NA	NA	NA	NA
INI25644	WA L3 in tract superior longitudinal fasciculus (L)	Diffusion_brain_MRI	gaussian	0.3475	0.0367	1.0957	1.149	1.012	0.0062	0.0804	0.0419	NA	NA	NA	NA	NA
INI25646	WA L3 in tract superior thalamic radiation (L)	Diffusion_brain_MRI	gaussian	0.2081	0.0334	1.071	1.1054	1.0189	0.0066	0.1792	0.0628	NA	NA	NA	NA	NA
INI25647	WA L3 in tract superior thalamic radiation (R)	Diffusion_brain_MRI	gaussian	0.2274	0.0285	1.0741	1.1035	1.01	0.0054	0.0967	0.0521	NA	NA	NA	NA	NA
INI25648	WA L3 in tract uncinate fasciculus (L)	Diffusion_brain_MRI	gaussian	0.1987	0.0274	1.0741	1.085	1.0119	0.0062	0.1405	0.0733	NA	NA	NA	NA	NA
INI25649	WA L3 in tract uncinate fasciculus (R)	Diffusion_brain_MRI	gaussian	0.2568	0.0253	1.0772	1.1001	1.0053	0.0058	0.053	0.0577	NA	NA	NA	NA	NA
INI25650	WA ICVF in tract acoustic radiation (L)	Diffusion_brain_MRI	gaussian	0.3446	0.0363	1.1019	1.1528	1.0156	0.0065	0.1019	0.0428	NA	NA	NA	NA	NA
INI25651	WA ICVF in tract acoustic radiation (R)	Diffusion_brain_MRI	gaussian	0.3235	0.0381	1.0926	1.1455	1.015	0.0069	0.103	0.0472	NA	NA	NA	NA	NA
INI25652	WA ICVF in tract anterior thalamic radiation (L)	Diffusion_brain_MRI	gaussian	0.3548	0.042	1.0988	1.1595	1.0131	0.0068	0.0822	0.0424	NA	NA	NA	NA	NA
INI25653	WA ICVF in tract anterior thalamic radiation (R)	Diffusion_brain_MRI	gaussian	0.3422	0.0393	1.0926	1.1523	1.0135	0.0067	0.0889	0.0442	NA	NA	NA	NA	NA
INI25654	WA ICVF in tract cingulate gyrus part of cingulum (L)	Diffusion_brain_MRI	gaussian	0.3252	0.0328	1.0957	1.1476	1.0152	0.0061	0.1031	0.0413	NA	NA	NA	NA	NA
INI25655	WA ICVF in tract cingulate gyrus part of cingulum (R)	Diffusion_brain_MRI	gaussian	0.3094	0.0337	1.0926	1.147	1.0164	0.0065	0.1117	0.0443	NA	NA	NA	NA	NA
INI25656	WA ICVF in tract parahippocampal part of cingulum (L)	Diffusion_brain_MRI	gaussian	0.2456	0.0297	1.0679	1.0956	1.0098	0.0063	0.103	0.066	NA	NA	NA	NA	NA
INI25657	WA ICVF in tract parahippocampal part of cingulum (R)	Diffusion_brain_MRI	gaussian	0.2165	0.0309	1.071	1.0892	1.0131	0.007	0.1469	0.0784	NA	NA	NA	NA	NA
INI25658	WA ICVF in tract corticospinal tract (L)	Diffusion_brain_MRI	gaussian	0.3564	0.0365	1.0988	1.1483	1.0042	0.0064	0.0285	0.043	NA	NA	NA	NA	NA
INI25659	WA ICVF in tract corticospinal tract (R)	Diffusion_brain_MRI	gaussian	0.3692	0.0397	1.0926	1.1563	1.0009	0.0068	0.0057	0.0436	NA	NA	NA	NA	NA
INI25660	WA ICVF in tract forceps major	Diffusion_brain_MRI	gaussian	0.3429	0.0452	1.0895	1.1618	1.0096	0.0067	0.0595	0.0415	NA	NA	NA	NA	NA
INI25661	WA ICVF in tract forceps minor	Diffusion_brain_MRI	gaussian	0.4226	0.0415	1.1019	1.179	1.0077	0.0064	0.0432	0.0357	NA	NA	NA	NA	NA
INI25662	WA ICVF in tract inferior fronto-occipital fasciculus (L)	Diffusion_brain_MRI	gaussian	0.4113	0.0392	1.1113	1.1666	1.0086	0.006	0.0517	0.0359	NA	NA	NA	NA	NA
INI25663	WA ICVF in tract inferior fronto-occipital fasciculus (R)	Diffusion_brain_MRI	gaussian	0.4088	0.0423	1.105	1.1676	1.0071	0.0064	0.0426	0.038	NA	NA	NA	NA	NA
INI25664	WA ICVF in tract inferior longitudinal fasciculus (L)	Diffusion_brain_MRI	gaussian	0.4038	0.0377	1.105	1.1615	1.0082	0.006	0.0511	0.0369	NA	NA	NA	NA	NA
INI25665	WA ICVF in tract inferior longitudinal fasciculus (R)	Diffusion_brain_MRI	gaussian	0.3827	0.0407	1.1019	1.1574	1.0093	0.0066	0.059	0.042	NA	NA	NA	NA	NA
INI25666	WA ICVF in tract middle cerebellar peduncle	Diffusion_brain_MRI	gaussian	0.2492	0.0295	1.0772	1.0907	1.0034	0.0065	0.0371	0.0715	NA	NA	NA	NA	NA
INI25667	WA ICVF in tract medial lemniscus (L)	Diffusion_brain_MRI	gaussian	0.252	0.0326	1.0772	1.1007	1.0054	0.0072	0.0535	0.0716	NA	NA	NA	NA	NA
INI25668	WA ICVF in tract medial lemniscus (R)	Diffusion_brain_MRI	gaussian	0.2147	0.0295	1.0679	1.084	1.0085	0.007	0.1014	0.0828	NA	NA	NA	NA	NA
INI25669	WA ICVF in tract posterior thalamic radiation (L)	Diffusion_brain_MRI	gaussian	0.3994	0.0386	1.0988	1.1613	1.0032	0.0065	0.0196	0.0403	NA	NA	NA	NA	NA
INI25670	WA ICVF in tract posterior thalamic radiation (R)	Diffusion_brain_MRI	gaussian	0.3839	0.0441	1.1019	1.1656	1.0049	0.0071	0.0294	0.0428	NA	NA	NA	NA	NA
INI25671	WA ICVF in tract superior longitudinal fasciculus (L)	Diffusion_brain_MRI	gaussian	0.4157	0.0424	1.1113	1.1794	1.0113	0.0063	0.0628	0.0352	NA	NA	NA	NA	NA
INI25672	WA ICVF in tract superior longitudinal fasciculus (R)	Diffusion_brain_MRI	gaussian	0.4069	0.0414	1.1019	1.1789	1.0108	0.0062	0.0603	0.0347	NA	NA	NA	NA	NA
INI25673	WA ICVF in tract superior thalamic radiation (L)	Diffusion_brain_MRI	gaussian	0.3707	0.0394	1.1019	1.1628	1.0085	0.0067	0.0521	0.0409	NA	NA	NA	NA	NA
INI25674	WA ICVF in tract superior thalamic radiation (R)	Diffusion_brain_MRI	gaussian	0.3753	0.0418	1.105	1.1775	1.011	0.0063	0.0618	0.0357	NA	NA	NA	NA	NA
INI25675	WA ICVF in tract uncinate fasciculus (L)	Diffusion_brain_MRI	gaussian	0.3414	0.0326	1.1019	1.1364	1.0077	0.0065	0.0564	0.0478	NA	NA	NA	NA	NA
INI25676	WA ICVF in tract uncinate fasciculus (R)	Diffusion_brain_MRI	gaussian	0.35	0.0322	1.0988	1.1405	1.0067	0.0061	0.048	0.0433	NA	NA	NA	NA	NA
INI25685	WA OD in tract corticospinal tract (L)	Diffusion_brain_MRI	gaussian	0.2205	0.0268	1.0741	1.0862	1.0117	0.0061	0.1353	0.0706	NA	NA	NA	NA	NA
INI25692	WA OD in tract inferior longitudinal fasciculus (R)	Diffusion_brain_MRI	gaussian	0.1667	0.0276	1.0649	1.073	1.0108	0.0069	0.1482	0.095	NA	NA	NA	NA	NA
INI25694	WA OD in tract medial lemniscus (L)	Diffusion_brain_MRI	gaussian	0.2217	0.0274	1.0679	1.0839	1.0075	0.0064	0.0889	0.0766	NA	NA	NA	NA	NA
INI25698	WA OD in tract superior longitudinal fasciculus (L)	Diffusion_brain_MRI	gaussian	0.2453	0.0283	1.0741	1.0895	1.0056	0.0074	0.0628	0.083	NA	NA	NA	NA	NA
INI25699	WA OD in tract superior longitudinal fasciculus (R)	Diffusion_brain_MRI	gaussian	0.2462	0.0285	1.0772	1.096	1.0122	0.007	0.1268	0.0732	NA	NA	NA	NA	NA
INI25701	WA OD in tract superior thalamic radiation (R)	Diffusion_brain_MRI	gaussian	0.3211	0.0303	1.0864	1.1156	1.0038	0.0063	0.0332	0.0547	NA	NA	NA	NA	NA
INI25704	WA ISOVF in tract acoustic radiation (L)	Diffusion_brain_MRI	gaussian	0.1133	0.0224	1.0345	1.0413	1.0029	0.006	0.0693	0.1446	NA	NA	NA	NA	NA
INI25705	WA ISOVF in tract acoustic radiation (R)	Diffusion_brain_MRI	gaussian	0.1325	0.0242	1.0466	1.0559	1.0096	0.0061	0.172	0.109	NA	NA	NA	NA	NA
INI25707	WA ISOVF in tract anterior thalamic radiation (R)	Diffusion_brain_MRI	gaussian	0.2059	0.0266	1.0436	1.0542	0.9859	0.0063	<0	usually_indicates_GC_correction	NA	NA	NA	NA	NA
INI25708	WA ISOVF in tract cingulate gyrus part of cingulum (L)	Diffusion_brain_MRI	gaussian	0.1602	0.0249	1.0405	1.0562	0.9989	0.006	<0	usually_indicates_GC_correction	NA	NA	NA	NA	NA
INI25709	WA ISOVF in tract cingulate gyrus part of cingulum (R)	Diffusion_brain_MRI	gaussian	0.1755	0.0239	1.0436	1.0588	0.9985	0.0064	<0	usually_indicates_GC_correction	NA	NA	NA	NA	NA
INI25716	WA ISOVF in tract inferior fronto-occipital fasciculus (L)	Diffusion_brain_MRI	gaussian	0.2451	0.0327	1.0618	1.086	1.0004	0.0068	0.0042	0.079	NA	NA	NA	NA	NA
INI25717	WA ISOVF in tract inferior fronto-occipital fasciculus (R)	Diffusion_brain_MRI	gaussian	0.2721	0.0292	1.071	1.0878	0.9966	0.0062	<0	usually_indicates_GC_correction	NA	NA	NA	NA	NA
INI25718	WA ISOVF in tract inferior longitudinal fasciculus (L)	Diffusion_brain_MRI	gaussian	0.2511	0.0311	1.0679	1.0877	1.0001	0.0064	0.0012	0.0735	NA	NA	NA	NA	NA
INI25719	WA ISOVF in tract inferior longitudinal fasciculus (R)	Diffusion_brain_MRI	gaussian	0.27	0.0312	1.0649	1.0948	1.001	0.0063	0.011	0.0667	NA	NA	NA	NA	NA
INI25724	WA ISOVF in tract posterior thalamic radiation (R)	Diffusion_brain_MRI	gaussian	0.127	0.0262	1.0496	1.0562	1.0143	0.0068	0.2536	0.1205	NA	NA	NA	NA	NA
INI25725	WA ISOVF in tract superior longitudinal fasciculus (L)	Diffusion_brain_MRI	gaussian	0.2891	0.0393	1.0741	1.1102	1.0005	0.0075	0.0047	0.0685	NA	NA	NA	NA	NA
INI25726	WA ISOVF in tract superior longitudinal fasciculus (R)	Diffusion_brain_MRI	gaussian	0.2415	0.0321	1.0679	1.0893	1.0069	0.0069	0.0768	0.0776	NA	NA	NA	NA	NA
INI25727	WA ISOVF in tract superior thalamic radiation (L)	Diffusion_brain_MRI	gaussian	0.1721	0.0279	1.0557	1.0626	1.0051	0.0065	0.0808	0.1032	NA	NA	NA	NA	NA
INI25728	WA ISOVF in tract superior thalamic radiation (R)	Diffusion_brain_MRI	gaussian	0.181	0.0283	1.0496	1.0553	0.9953	0.0059	<0	usually_indicates_GC_correction	NA	NA	NA	NA	NA
INI25729	WA ISOVF in tract uncinate fasciculus (L)	Diffusion_brain_MRI	gaussian	0.1343	0.0264	1.0436	1.0578	1.0089	0.0067	0.1536	0.1165	NA	NA	NA	NA	NA
INI25730	WA ISOVF in tract uncinate fasciculus (R)	Diffusion_brain_MRI	gaussian	0.1784	0.0254	1.0557	1.0637	1.0025	0.0064	0.039	0.1005	NA	NA	NA	NA	NA
INI21025	Freq. of discomfort/pain in abdomen in last 3 months	Digestive_health	gaussian	0.0505	0.0057	1.0895	1.0995	1.0182	0.0067	0.1834	0.0673	NA	NA	NA	NA	NA
INI21044	Ave. # of times bowels opened per day	Digestive_health	gaussian	0.0644	0.0053	1.0957	1.118	1.013	0.0058	0.1103	0.0493	NA	NA	NA	NA	NA
INI21049	Degree bothered by pain in arms/legs/joints in the past 3 months	Digestive_health	gaussian	0.0555	0.0059	1.0895	1.1003	1.0178	0.0061	0.1773	0.0609	NA	NA	NA	NA	NA
INI21051	Degree bothered by headaches in the last 3 months	Digestive_health	gaussian	0.0449	0.0056	1.071	1.0898	1.0074	0.0066	0.0827	0.073	NA	NA	NA	NA	NA
INI21058	Degree bothered by urinary frequency/bladder irritability in the last 3 months	Digestive_health	gaussian	0.0569	0.0066	1.0833	1.1172	1.0049	0.0065	0.0422	0.0555	NA	NA	NA	NA	NA
INI21060	Degree bothered by feeling tired all the time in the last 3 months	Digestive_health	gaussian	0.0699	0.0054	1.0957	1.1091	1.0016	0.0059	0.0145	0.054	NA	NA	NA	NA	NA
INI20022	Birth weight	Early_life_factors	gaussian	0.1094	0.0064	1.1908	1.2824	1.029	0.0077	0.1027	0.0274	NA	NA	NA	NA	NA
QT_FC1001687	Comparative body size at age 10	Early_life_factors	gaussian	0.1253	0.0086	1.3546	1.6085	1.0435	0.0091	0.0714	0.0149	NA	NA	NA	NA	NA
QT_FC1001697	Comparative height size at age 10	Early_life_factors	gaussian	0.2294	0.0115	1.4998	2.1327	1.099	0.0123	0.0874	0.0109	NA	NA	NA	NA	NA
INI12340	QRS duration	ECG_at_rest,_12-lead	gaussian	0.1657	0.0258	1.0436	1.0659	1.0049	0.0064	0.075	0.0971	NA	NA	NA	NA	NA
INI22330	PQ interval	ECG_at_rest,_12-lead	gaussian	0.2337	0.0438	1.0405	1.0492	1.0018	0.0066	0.0359	0.1335	NA	NA	NA	NA	NA
INI22331	QT interval	ECG_at_rest,_12-lead	gaussian	0.1153	0.0428	1.0195	1.031	1.0067	0.0074	0.2167	0.2378	NA	NA	NA	NA	NA
INI22332	QTC interval	ECG_at_rest,_12-lead	gaussian	0.1965	0.0384	1.0405	1.0515	1.0019	0.0063	0.0376	0.1231	NA	NA	NA	NA	NA
INI5084	Spherical power (R)	Eye_measures	gaussian	0.3027	0.0155	1.2234	1.3432	1.0259	0.0068	0.0755	0.0197	NA	NA	NA	NA	NA
INI5085	Spherical power (L)	Eye_measures	gaussian	0.2987	0.0151	1.2168	1.3413	1.0274	0.0068	0.0802	0.0199	NA	NA	NA	NA	NA
INI5096	3mm weak meridian (L)	Eye_measures	gaussian	0.3377	0.0197	1.2201	1.3801	1.0384	0.0091	0.1011	0.024	NA	NA	NA	NA	NA
INI5097	6mm weak meridian (L)	Eye_measures	gaussian	0.3663	0.0203	1.2005	1.3488	1.0319	0.0084	0.0915	0.024	NA	NA	NA	NA	NA
INI5098	6mm weak meridian (R)	Eye_measures	gaussian	0.3525	0.0207	1.2005	1.3434	1.039	0.0087	0.1136	0.0254	NA	NA	NA	NA	NA
INI5099	3mm weak meridian (R)	Eye_measures	gaussian	0.3359	0.0202	1.2168	1.3789	1.0413	0.0093	0.109	0.0246	NA	NA	NA	NA	NA
INI5104	3mm strong meridian angle (L)	Eye_measures	gaussian	0.0553	0.0081	1.0618	1.0668	1.011	0.0063	0.165	0.0945	NA	NA	NA	NA	NA
INI5113	6mm cylindrical power angle (L)	Eye_measures	gaussian	0.0357	0.008	1.0195	1.0255	0.9955	0.0059	<0	usually_indicates_GC_correction	NA	NA	NA	NA	NA
INI5116	3mm cylindrical power (R)	Eye_measures	gaussian	0.0742	0.0087	1.0679	1.0792	1.0051	0.0059	0.065	0.074	NA	NA	NA	NA	NA
INI5132	3mm strong meridian (R)	Eye_measures	gaussian	0.3254	0.02	1.2103	1.3669	1.0413	0.0087	0.1126	0.0237	NA	NA	NA	NA	NA
INI5133	6mm strong meridian (R)	Eye_measures	gaussian	0.3565	0.0213	1.2005	1.3423	1.0369	0.0088	0.1077	0.0257	NA	NA	NA	NA	NA
INI5134	6mm strong meridian (L)	Eye_measures	gaussian	0.3629	0.0207	1.1973	1.3442	1.0329	0.0086	0.0955	0.0249	NA	NA	NA	NA	NA
INI5135	3mm strong meridian (L)	Eye_measures	gaussian	0.3188	0.0198	1.2005	1.361	1.0397	0.0094	0.1101	0.0259	NA	NA	NA	NA	NA
INI5254	Intra-ocular pressure, corneal-compensated (R)	Eye_measures	gaussian	0.14	0.0108	1.1175	1.1608	1.0158	0.0066	0.0983	0.0408	NA	NA	NA	NA	NA
INI5255	Intra-ocular pressure, Goldmann-correlated (R)	Eye_measures	gaussian	0.1822	0.0139	1.1523	1.2209	1.0355	0.007	0.1607	0.0319	NA	NA	NA	NA	NA
INI5256	Corneal hysteresis (R)	Eye_measures	gaussian	0.1746	0.0139	1.1207	1.1924	1.0258	0.0076	0.134	0.0397	NA	NA	NA	NA	NA
INI5257	Corneal resistance factor (R)	Eye_measures	gaussian	0.2159	0.0181	1.1491	1.2497	1.0444	0.0088	0.178	0.0352	NA	NA	NA	NA	NA
INI5262	Intra-ocular pressure, corneal-compensated (L)	Eye_measures	gaussian	0.1587	0.0105	1.1238	1.1652	1.001	0.0062	0.0058	0.0374	NA	NA	NA	NA	NA
INI5263	Intra-ocular pressure, Goldmann-correlated (L)	Eye_measures	gaussian	0.2123	0.014	1.1491	1.2196	1.0102	0.0073	0.0466	0.0335	NA	NA	NA	NA	NA
INI5264	Corneal hysteresis (L)	Eye_measures	gaussian	0.1827	0.0144	1.1207	1.1954	1.014	0.0069	0.0716	0.0353	NA	NA	NA	NA	NA
INI5265	Corneal resistance factor (L)	Eye_measures	gaussian	0.2268	0.0177	1.1428	1.2414	1.0248	0.0079	0.1029	0.0328	NA	NA	NA	NA	NA
INI1807	Father's age at death	Family_history	gaussian	0.027	0.0032	1.1019	1.1145	1.0255	0.0066	0.2227	0.0574	NA	NA	NA	NA	NA
INI46	Hand grip strength (L)	Hand_grip_strength	gaussian	0.1024	0.0043	1.3581	1.5309	1.0744	0.0088	0.1401	0.0166	NA	NA	NA	NA	NA
INI47	Hand grip strength (R)	Hand_grip_strength	gaussian	0.1085	0.0046	1.3581	1.5375	1.0634	0.0089	0.1179	0.0165	NA	NA	NA	NA	NA
INI2217	Age started wearing glasses or contact lenses	Health_and_medical_history	gaussian	0.0659	0.0033	1.2038	1.2712	1.0213	0.0066	0.0783	0.0243	NA	NA	NA	NA	NA
INI2966	Age high BP diagnosed	Health_and_medical_history	gaussian	0.0517	0.008	1.0618	1.0705	1.0132	0.0066	0.1869	0.0933	NA	NA	NA	NA	NA
INI2976	Age diabetes diagnosed	Health_and_medical_history	gaussian	0.3104	0.2073	1.0225	1.0909	0.9878	0.0099	<0	usually_indicates_GC_correction	NA	NA	NA	NA	NA
INI3761	Age hay fever, rhinitis or eczema diagnosed	Health_and_medical_history	gaussian	0.1132	0.0189	1.0864	1.1234	1.0153	0.0078	0.124	0.0636	NA	NA	NA	NA	NA
INI3786	Age asthma diagnosed	Health_and_medical_history	gaussian	0.1516	0.0394	1.0527	1.0921	1.0161	0.0076	0.1749	0.0823	NA	NA	NA	NA	NA
QT_FC1002178	Overall health rating	Health_and_medical_history	gaussian	0.0884	0.0035	1.3169	1.4124	1.0515	0.0076	0.125	0.0184	NA	NA	NA	NA	NA
QT_FC1002296	Falls in the last year	Health_and_medical_history	gaussian	0.0287	0.0023	1.105	1.1162	1.0012	0.0066	0.0102	0.0572	NA	NA	NA	NA	NA
QT_FC1004803	Tinnitus severity	Health_and_medical_history	gaussian	0.0539	0.0055	1.0988	1.1182	1.0163	0.0066	0.1376	0.056	NA	NA	NA	NA	NA
INI22420	LV ejection fraction	Heart_MRI	gaussian	0.1666	0.0294	1.0466	1.0614	0.9985	0.0064	<0	usually_indicates_GC_correction	NA	NA	NA	NA	NA
INI22423	LV stroke volume	Heart_MRI	gaussian	0.1994	0.0243	1.0649	1.0775	1.0052	0.006	0.0672	0.0768	NA	NA	NA	NA	NA
INI22426	Ave. heart rate	Heart_MRI	gaussian	0.1569	0.0233	1.0527	1.0574	1.0031	0.0065	0.0545	0.1124	NA	NA	NA	NA	NA
INI22427	Body surface area	Heart_MRI	gaussian	0.3068	0.0305	1.0833	1.1116	1.0031	0.0066	0.0276	0.0591	NA	NA	NA	NA	NA
INI134	# of self-reported cancers	Medical_conditions	gaussian	0.0097	0.0019	1.0315	1.0446	1.0034	0.0059	0.0754	0.1326	NA	NA	NA	NA	NA
INI135	# of self-reported non-cancer illnesses	Medical_conditions	gaussian	0.073	0.0038	1.2831	1.371	1.0554	0.0083	0.1494	0.0224	NA	NA	NA	NA	NA
INI87	Non-cancer illness year/age first occurred	Medical_conditions	gaussian	0.0185	0.0035	1.0649	1.0783	1.0149	0.0065	0.1899	0.0835	NA	NA	NA	NA	NA
INI137	# of medications taken	Medications	gaussian	0.0825	0.0046	1.2865	1.4178	1.0385	0.0078	0.0921	0.0187	NA	NA	NA	NA	NA
INI20414	Freq. of drinking alcohol	Mental_health	gaussian	0.0809	0.0076	1.0957	1.1122	1.0001	0.0067	0.0008	0.0601	NA	NA	NA	NA	NA
INI20453	Ever taken cannabis	Mental_health	gaussian	0.0766	0.0069	1.1019	1.1276	1.0066	0.0063	0.0521	0.0495	NA	NA	NA	NA	NA
INI1003063	FEV FVC ratio	Others	gaussian	0.2024	0.0085	1.529	2.0272	1.1124	0.0113	0.1094	0.011	NA	NA	NA	NA	NA
INI1003064	PEF pred. ratio	Others	gaussian	0.0932	0.0051	1.2899	1.5015	1.0538	0.0084	0.1074	0.0167	NA	NA	NA	NA	NA
QT_FC1002060	Freq. of unenthusiasm / disinterest in last 2 weeks	Psychosocial_factors	gaussian	0.037	0.0025	1.1428	1.1768	1.0131	0.0068	0.074	0.0384	NA	NA	NA	NA	NA
QT_FC1002080	Freq. of tiredness / lethargy in last 2 weeks	Psychosocial_factors	gaussian	0.054	0.0033	1.1973	1.2562	1.0205	0.0079	0.08	0.031	NA	NA	NA	NA	NA
QT_FC1004548	Health satisfaction	Psychosocial_factors	gaussian	0.0692	0.0057	1.105	1.124	1.0104	0.0068	0.0839	0.0546	NA	NA	NA	NA	NA
QT_FC1004570	Friendships satisfaction	Psychosocial_factors	gaussian	0.0593	0.0053	1.0833	1.0989	1.0006	0.0064	0.0058	0.0648	NA	NA	NA	NA	NA
INI3062	FVC	Spirometry	gaussian	0.2026	0.0085	1.529	2.0274	1.1121	0.0112	0.1091	0.0109	NA	NA	NA	NA	NA
INI3063	FEV1	Spirometry	gaussian	0.1743	0.0075	1.4673	1.9124	1.0902	0.0111	0.0989	0.0122	NA	NA	NA	NA	NA
INI3064	PEF	Spirometry	gaussian	0.0932	0.0051	1.2899	1.5013	1.0538	0.0084	0.1073	0.0167	NA	NA	NA	NA	NA
INI25027	Median T2star in thalamus (R)	Susceptibility_weighted_brain_MRI	gaussian	0.1096	0.0287	1.0315	1.0455	1.0073	0.0057	0.1598	0.1258	NA	NA	NA	NA	NA
INI25028	Median T2star in caudate (L)	Susceptibility_weighted_brain_MRI	gaussian	0.2519	0.0406	1.0496	1.0836	0.9966	0.0066	<0	usually_indicates_GC_correction	NA	NA	NA	NA	NA
INI25029	Median T2star in caudate (R)	Susceptibility_weighted_brain_MRI	gaussian	0.2777	0.0418	1.0527	1.0936	0.9967	0.0067	<0	usually_indicates_GC_correction	NA	NA	NA	NA	NA
INI25030	Median T2star in putamen (L)	Susceptibility_weighted_brain_MRI	gaussian	0.3619	0.0491	1.0772	1.1495	1.0043	0.0064	0.0291	0.0426	NA	NA	NA	NA	NA
INI25031	Median T2star in putamen (R)	Susceptibility_weighted_brain_MRI	gaussian	0.3954	0.0491	1.0741	1.1473	0.9954	0.0068	<0	usually_indicates_GC_correction	NA	NA	NA	NA	NA
INI25032	Median T2star in pallidum (L)	Susceptibility_weighted_brain_MRI	gaussian	0.281	0.0429	1.0741	1.1093	1.0128	0.0072	0.117	0.0657	NA	NA	NA	NA	NA
INI25033	Median T2star in pallidum (R)	Susceptibility_weighted_brain_MRI	gaussian	0.3063	0.0434	1.071	1.1144	1.0075	0.0071	0.0654	0.0618	NA	NA	NA	NA	NA
INI25000	Volumetric scaling from T1 head image to standard space	T1_structural_brain_MRI	gaussian	0.3568	0.0328	1.1144	1.1684	1.0222	0.0061	0.1318	0.0364	NA	NA	NA	NA	NA
INI25001	Vol. of peripheral cortical grey matter (normalised for head size)	T1_structural_brain_MRI	gaussian	0.267	0.0281	1.0895	1.1057	1.0123	0.0065	0.1165	0.0612	NA	NA	NA	NA	NA
INI25002	Vol. of peripheral cortical grey matter	T1_structural_brain_MRI	gaussian	0.3171	0.0341	1.1019	1.1488	1.0194	0.0067	0.1306	0.0451	NA	NA	NA	NA	NA
INI25003	Vol. of ventricular cerebrospinal fluid (normalised for head size)	T1_structural_brain_MRI	gaussian	0.2543	0.0314	1.0741	1.0986	1.0118	0.0071	0.1193	0.0718	NA	NA	NA	NA	NA
INI25004	Vol. of ventricular cerebrospinal fluid	T1_structural_brain_MRI	gaussian	0.2613	0.0313	1.0772	1.1037	1.0146	0.007	0.1406	0.0671	NA	NA	NA	NA	NA
INI25005	Vol. of grey matter (normalised for head size)	T1_structural_brain_MRI	gaussian	0.2558	0.0265	1.0802	1.1022	1.012	0.0061	0.1178	0.0598	NA	NA	NA	NA	NA
