trait_category	trait	trait_name	PGScatalog_ID	EFO_ID	EFO_label
Diffusion_brain_MRI	INI25704	WA ISOVF in tract acoustic radiation (L)	PGS001688	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25705	WA ISOVF in tract acoustic radiation (R)	PGS001689	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25707	WA ISOVF in tract anterior thalamic radiation (R)	PGS001690	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25708	WA ISOVF in tract cingulate gyrus part of cingulum (L)	PGS001691	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25709	WA ISOVF in tract cingulate gyrus part of cingulum (R)	PGS001692	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25712	WA ISOVF in tract corticospinal tract (L)			
Diffusion_brain_MRI	INI25713	WA ISOVF in tract corticospinal tract (R)			
Diffusion_brain_MRI	INI25716	WA ISOVF in tract inferior fronto-occipital fasciculus (L)	PGS001693	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25717	WA ISOVF in tract inferior fronto-occipital fasciculus (R)	PGS001694	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25718	WA ISOVF in tract inferior longitudinal fasciculus (L)	PGS001695	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25719	WA ISOVF in tract inferior longitudinal fasciculus (R)	PGS001696	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25723	WA ISOVF in tract posterior thalamic radiation (L)			
Diffusion_brain_MRI	INI25724	WA ISOVF in tract posterior thalamic radiation (R)	PGS001697	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25725	WA ISOVF in tract superior longitudinal fasciculus (L)	PGS001698	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25726	WA ISOVF in tract superior longitudinal fasciculus (R)	PGS001699	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25727	WA ISOVF in tract superior thalamic radiation (L)	PGS001700	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25728	WA ISOVF in tract superior thalamic radiation (R)	PGS001701	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25729	WA ISOVF in tract uncinate fasciculus (L)	PGS001702	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25730	WA ISOVF in tract uncinate fasciculus (R)	PGS001703	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Digestive_health	INI21025	Freq. of discomfort/pain in abdomen in last 3 months	PGS001395	EFO_0003766	pain in abdomen
Digestive_health	INI21028	Freq. of discomfort/pain getting better or stopping after a bowel movement			
Digestive_health	INI21029	More frequent bowel movements when abdominal discomfort/pain started			
Digestive_health	INI21033	Freq. of hard/lumpy stools in the last 3 months			
Digestive_health	INI21034	Freq. of loose/mushy/watery stools in the last 3 months			
Digestive_health	INI21039	Severity of current abdominal distension/tightness			
Digestive_health	INI21040	Satisfaction with bowel habits			
Digestive_health	INI21042	Greatest # of times bowels opened per day			
Digestive_health	INI21043	Least # of times bowels opened per week			
Digestive_health	INI21044	Ave. # of times bowels opened per day	PGS001376	EFO_0008460	colorectal health
Digestive_health	INI21045	# of weeks absent from work due to IBS, in the last year			
Digestive_health	INI21047	# of weeks (in the last year) at work suffering because of IBS			
Digestive_health	INI21049	Degree bothered by pain in arms/legs/joints in the past 3 months	PGS001386	EFO_0011014	health-related quality of life measurement
Digestive_health	INI21051	Degree bothered by headaches in the last 3 months	PGS001385	EFO_0011014	health-related quality of life measurement
Digestive_health	INI21052	Degree bothered by chest pain in the last 3 months			
Digestive_health	INI21053	Degree bothered by dizziness in the last 3 months			
Digestive_health	INI21058	Degree bothered by urinary frequency/bladder irritability in the last 3 months	PGS001387	EFO_0011014	health-related quality of life measurement
Digestive_health	INI21059	Degree bothered by nausea in the last 3 months			
Digestive_health	INI21060	Degree bothered by feeling tired all the time in the last 3 months	PGS001384	EFO_0011014	health-related quality of life measurement
Digestive_health	INI21061	Degree bothered by trouble sleeping in the last 3 months			
DXA_assessment	INI23201	L1-L4 ave. height			
DXA_assessment	INI23209	Femur neck BMD (bone mineral density) T-score (R)			
DXA_assessment	INI23210	Femur shaft BMD (bone mineral density) (R)			
DXA_assessment	INI23212	Femur total BMD (bone mineral density) (R)			
DXA_assessment	INI23213	Femur total BMD (bone mineral density) T-score (R)			
DXA_assessment	INI23220	Arm BMC (bone mineral content) (L)			
DXA_assessment	INI23222	Arm BMC (bone mineral content) (R)			
DXA_assessment	INI23223	Arm BMD (bone mineral density) (R)			
DXA_assessment	INI23224	Arms BMC (bone mineral content)			
DXA_assessment	INI23244	Android bone mass			
DXA_assessment	INI23252	Arm total mass (L)			
DXA_assessment	INI23254	Arm lean mass (R)			
DXA_assessment	INI23255	Arm tissue fat % (R)			
DXA_assessment	INI23256	Arm total mass (R)			
DXA_assessment	INI23257	Arms fat mass			
DXA_assessment	INI23260	Arms total mass			
DXA_assessment	INI23262	Gynoid fat mass			
DXA_assessment	INI23263	Gynoid lean mass			
DXA_assessment	INI23265	Gynoid total mass			
DXA_assessment	INI23267	Leg lean mass (L)			
DXA_assessment	INI23269	Leg total mass (L)			
DXA_assessment	INI23271	Leg lean mass (R)			
DXA_assessment	INI23272	Leg tissue fat % (R)			
DXA_assessment	INI23273	Leg total mass (R)			
DXA_assessment	INI23275	Legs lean mass			
DXA_assessment	INI23277	Legs total mass			
DXA_assessment	INI23279	Total fat-free mass			
DXA_assessment	INI23280	Total lean mass			
DXA_assessment	INI23285	Trunk lean mass			
DXA_assessment	INI23290	Femur shaft BMD (bone mineral density) (L)			
DXA_assessment	INI23298	Femur troch BMD (bone mineral density) T-score (L)			
DXA_assessment	INI23299	Femur neck BMD (bone mineral density) (L)			
DXA_assessment	INI23305	Head bone area			
DXA_assessment	INI23307	Pelvis bone area			
DXA_assessment	INI23311	Spine bone area			
DXA_assessment	INI23313	Arm bone area (L)			
DXA_assessment	INI23314	Arm bone area (R)			
DXA_assessment	INI23315	Leg bone area (L)			
DXA_assessment	INI23316	Leg bone area (R)			
DXA_assessment	INI23317	Arms combined bone area			
DXA_assessment	INI23318	Legs combined bone area			
Early_life_factors	INI20022	Birth weight	PGS001226	EFO_0004344	birth weight
Early_life_factors	QT_FC1001687	Comparative body size at age 10	PGS000999	EFO_0009819	comparative body size at age 10, self-reported
Early_life_factors	QT_FC1001697	Comparative height size at age 10	PGS000998	EFO_0009819	comparative body size at age 10, self-reported
ECG_at_rest,_12-lead	INI12336	Ventricular rate			
ECG_at_rest,_12-lead	INI12338	P duration			
ECG_at_rest,_12-lead	INI12340	QRS duration	PGS001525	EFO_0005055	QRS duration
ECG_at_rest,_12-lead	INI22330	PQ interval	PGS001521	EFO_0004462	PR interval
ECG_at_rest,_12-lead	INI22331	QT interval	PGS001526	EFO_0004682	QT interval
ECG_at_rest,_12-lead	INI22332	QTC interval	PGS001527	EFO_0004682	QT interval
ECG_at_rest,_12-lead	INI22333	RR interval			
ECG_at_rest,_12-lead	INI22334	PP interval			
ECG_at_rest,_12-lead	INI22335	P axis			
ECG_at_rest,_12-lead	INI22337	T axis			
ECG_at_rest,_12-lead	INI22338	QRS num			
Employment	INI20121	Cascot confidence score			
Eye_measures	INI5078	LogMAR in round (L)			
Eye_measures	INI5079	LogMAR in round (R)			
Eye_measures	INI5084	Spherical power (R)	PGS001100	EFO_0007814	refractive error measurement
Eye_measures	INI5085	Spherical power (L)	PGS001099	EFO_0007814	refractive error measurement
Eye_measures	INI5089	Astigmatism angle (L)			
Eye_measures	INI5096	3mm weak meridian (L)	PGS001362	EFO_0004731	eye measurement
Eye_measures	INI5097	6mm weak meridian (L)	PGS001367	EFO_0004731	eye measurement
Eye_measures	INI5098	6mm weak meridian (R)	PGS001368	EFO_0004731	eye measurement
Eye_measures	INI5099	3mm weak meridian (R)	PGS001363	EFO_0004731	eye measurement
Eye_measures	INI5101	6mm weak meridian angle (R)			
Eye_measures	INI5103	3mm weak meridian angle (L)			
Eye_measures	INI5104	3mm strong meridian angle (L)	PGS001361	EFO_0004731	eye measurement
Eye_measures	INI5105	6mm strong meridian angle (L)			
Eye_measures	INI5107	3mm strong meridian angle (R)			
Eye_measures	INI5109	6mm asymmetry angle (R)			
Eye_measures	INI5111	3mm asymmetry angle (L)			
Eye_measures	INI5112	3mm cylindrical power angle (L)			
Eye_measures	INI5113	6mm cylindrical power angle (L)	PGS001364	EFO_0004731	eye measurement
Eye_measures	INI5114	6mm cylindrical power angle (R)			
Eye_measures	INI5116	3mm cylindrical power (R)	PGS001358	EFO_0004731	eye measurement
Eye_measures	INI5117	6mm cylindrical power (R)			
Eye_measures	INI5118	6mm cylindrical power (L)			
Eye_measures	INI5119	3mm cylindrical power (L)			
Eye_measures	INI5132	3mm strong meridian (R)	PGS001360	EFO_0004731	eye measurement
Eye_measures	INI5133	6mm strong meridian (R)	PGS001366	EFO_0004731	eye measurement
Eye_measures	INI5134	6mm strong meridian (L)	PGS001365	EFO_0004731	eye measurement
Eye_measures	INI5135	3mm strong meridian (L)	PGS001359	EFO_0004731	eye measurement
Eye_measures	INI5157	6mm asymmetry index (L)			
Eye_measures	INI5158	6mm asymmetry index (R)			
Eye_measures	INI5160	3mm regularity index (R)			
Eye_measures	INI5199	LogMAR, initial (R)			
Eye_measures	INI5201	LogMAR, final (R)			
Eye_measures	INI5206	LogMAR, initial (L)			
Eye_measures	INI5208	LogMAR, final (L)			
Eye_measures	INI5237	3mm index of best keratometry results (R)			
Eye_measures	INI5254	Intra-ocular pressure, corneal-compensated (R)	PGS001410	EFO_0004695	intraocular pressure measurement
Eye_measures	INI5255	Intra-ocular pressure, Goldmann-correlated (R)	PGS001185	EFO_0004695	intraocular pressure measurement
Eye_measures	INI5256	Corneal hysteresis (R)	PGS001381	EFO_0010066	corneal hysteresis
Eye_measures	INI5257	Corneal resistance factor (R)	PGS001383	EFO_0010067	corneal resistance factor
Eye_measures	INI5262	Intra-ocular pressure, corneal-compensated (L)	PGS001409	EFO_0004695	intraocular pressure measurement
Eye_measures	INI5263	Intra-ocular pressure, Goldmann-correlated (L)	PGS001411	EFO_0004695	intraocular pressure measurement
Eye_measures	INI5264	Corneal hysteresis (L)	PGS001380	EFO_0010066	corneal hysteresis
Eye_measures	INI5265	Corneal resistance factor (L)	PGS001382	EFO_0010067	corneal resistance factor
Eye_measures	INI5292	3mm index of best keratometry results (L)			
Family_history	INI1807	Father's age at death	PGS001393	EFO_0009712	father's age at death
Family_history	INI1845	Mother's age			
Family_history	INI3982	# of adopted sisters			
Family_history	INI5057	# of older siblings			
Hand_grip_strength	INI46	Hand grip strength (L)	PGS001119	EFO_0006941	grip strength measurement
Hand_grip_strength	INI47	Hand grip strength (R)	PGS001120	EFO_0006941	grip strength measurement
Health_and_medical_history	INI2217	Age started wearing glasses or contact lenses	PGS001373	EFO_0004731	eye measurement
Health_and_medical_history	INI2966	Age high BP diagnosed	PGS000935	HP_0032263|EFO_0004918	Increased blood pressure|age at diagnosis
Health_and_medical_history	INI2976	Age diabetes diagnosed	PGS001371	EFO_0004918|EFO_0000400	age at diagnosis|diabetes mellitus
Health_and_medical_history	INI3627	Age angina diagnosed			
Health_and_medical_history	INI3761	Age hay fever, rhinitis or eczema diagnosed	PGS001283	EFO_0003785	allergy
Health_and_medical_history	INI3786	Age asthma diagnosed	PGS001370	EFO_0000270	asthma
Health_and_medical_history	INI4700	Age cataract diagnosed			
Health_and_medical_history	INI4814	Tinnitus severity/nuisance			
Health_and_medical_history	QT_FC1002178	Overall health rating	PGS001008	EFO_0009724	health satisfaction measurement
Health_and_medical_history	QT_FC1002296	Falls in the last year	PGS001012	EFO_0009631	fall
Health_and_medical_history	QT_FC1004803	Tinnitus severity	PGS001533	HP_0000360	Tinnitus
Hearing_test	INI20021	Speech-reception-threshold (SRT) estimate (R)			
Hearing_test	INI4233	Mean signal-to-noise ratio (SNR), (L)			
Hearing_test	INI4244	Mean signal-to-noise ratio (SNR), (R)			
Hearing_test	INI4277	Volume level set by participant (R)			
Heart_MRI	INI22420	LV ejection fraction	PGS001412	EFO_0008373	left ventricular ejection fraction measurement
Heart_MRI	INI22422	LV end systolic volume			
Heart_MRI	INI22423	LV stroke volume	PGS001413	EFO_0010555	left ventricular stroke volume measurement
Heart_MRI	INI22425	Cardiac index			
Heart_MRI	INI22426	Ave. heart rate	PGS001375	EFO_0004326	heart rate
Heart_MRI	INI22427	Body surface area	PGS001379	EFO_0004302	anthropometric measurement
Medical_conditions	INI134	# of self-reported cancers	PGS001005	EFO_0009800	number of cancers, self-reported
Medical_conditions	INI135	# of self-reported non-cancer illnesses	PGS001004	EFO_0009801	number of non-cancer illnesses, self-reported
Medical_conditions	INI87	Non-cancer illness year/age first occurred	PGS001514	EFO_0000408	disease
Medications	INI137	# of medications taken	PGS001003	EFO_0009803	number of treatments or medications taken, self-reported
Mental_health	INI20405	Ever had known person concerned about, or recommend reduction of, alcohol consumption			
Mental_health	INI20413	Freq. of inability to cease drinking in last year			
Mental_health	INI20414	Freq. of drinking alcohol	PGS001394	EFO_0007878	alcohol consumption measurement
Mental_health	INI20416	Freq. of consuming six or more units of alcohol			
Mental_health	INI20434	Age at last episode of depression			
Mental_health	INI20440	Impact on normal roles during worst period of depression			
Mental_health	INI20442	Lifetime # of depressed periods			
Mental_health	INI20453	Ever taken cannabis	PGS001391	EFO_0007585	Cannabis use
Mental_health	INI20454	Maximum frequency of taking cannabis			
Mental_health	INI20460	Belief that own life is meaningful			
Mental_health	INI20479	Ever thought that life not worth living			
Mental_health	INI20495	Avoided activities or situations because of previous stressful experience in past month			
Mental_health	INI20496	Felt distant from other people in past month			
Mental_health	INI20498	Felt very upset when reminded of stressful experience in past month			
Mental_health	INI20506	Recent feelings or nervousness or anxiety			
Mental_health	INI20509	Recent inability to stop or control worrying			
Mental_health	INI20510	Recent feelings of depression			
Mental_health	INI20514	Recent lack of interest or pleasure in doing things			
Mental_health	INI20515	Recent trouble relaxing			
Mental_health	INI20517	Trouble falling or staying asleep, or sleeping too much			
Mental_health	INI20519	Recent feelings of tiredness or low energy			
Mental_health	INI20520	Recent worrying too much about different things			
Mental_health	QT_FC10020458	General happiness			
Mental_health	QT_FC10020536	Weight gain during worst episode of depression			
Others	INI1003063	FEV FVC ratio	PGS001180	EFO_0004713	FEV/FEC ratio
Others	INI1003064	PEF pred. ratio	PGS001010	EFO_0009718	peak expiratory flow
Population_characteristics	INI26421	Education score (Wales)			
Population_characteristics	INI26424	Physical environment score (Wales)			
Population_characteristics	INI26426	Index of Multiple Deprivation (Wales)			
Population_characteristics	INI26428	Income score (Scotland)			
Psychosocial_factors	INI5386	# of unenthusiastic/disinterested episodes			
Psychosocial_factors	QT_FC1002060	Freq. of unenthusiasm / disinterest in last 2 weeks	PGS001396	EFO_0007803	emotional symptom measurement
Psychosocial_factors	QT_FC1002080	Freq. of tiredness / lethargy in last 2 weeks	PGS001080	EFO_0007946	tiredness measurement
Psychosocial_factors	QT_FC1004548	Health satisfaction	PGS001401	EFO_0009724	health satisfaction measurement
Psychosocial_factors	QT_FC1004570	Friendships satisfaction	PGS001398	EFO_0009725	friendship satisfaction measurement
Psychosocial_factors	QT_FC1004581	Financial situation satisfaction			
Resting_functional_brain_MRI	INI25741	Mean rfMRI head motion, ave.d across space and time points			
Resting_functional_brain_MRI	INI25744	Inverted temporal signal-to-noise ratio in artefact-cleaned pre-processed rfMRI			
Spirometry	INI3062	FVC	PGS001237	EFO_0004312	vital capacity
Spirometry	INI3063	FEV1	PGS001236	EFO_0004314	forced expiratory volume
Spirometry	INI3064	PEF	PGS001009	EFO_0009718	peak expiratory flow
Susceptibility_weighted_brain_MRI	INI25026	Median T2star in thalamus (L)			
Susceptibility_weighted_brain_MRI	INI25027	Median T2star in thalamus (R)	PGS001513	EFO_0004346	neuroimaging measurement
Susceptibility_weighted_brain_MRI	INI25028	Median T2star in caudate (L)	PGS001507	EFO_0004346	neuroimaging measurement
Susceptibility_weighted_brain_MRI	INI25029	Median T2star in caudate (R)	PGS001508	EFO_0004346	neuroimaging measurement
Susceptibility_weighted_brain_MRI	INI25030	Median T2star in putamen (L)	PGS001511	EFO_0004346	neuroimaging measurement
Susceptibility_weighted_brain_MRI	INI25031	Median T2star in putamen (R)	PGS001512	EFO_0004346	neuroimaging measurement
Susceptibility_weighted_brain_MRI	INI25032	Median T2star in pallidum (L)	PGS001509	EFO_0004346	neuroimaging measurement
Susceptibility_weighted_brain_MRI	INI25033	Median T2star in pallidum (R)	PGS001510	EFO_0004346	neuroimaging measurement
Susceptibility_weighted_brain_MRI	INI25034	Median T2star in hippocampus (L)			
Susceptibility_weighted_brain_MRI	INI25036	Median T2star in amygdala (L)			
Susceptibility_weighted_brain_MRI	INI25037	Median T2star in amygdala (R)			
Susceptibility_weighted_brain_MRI	INI25039	Median T2star in accumbens (R)			
T1_structural_brain_MRI	INI25000	Volumetric scaling from T1 head image to standard space	PGS001642	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25001	Vol. of peripheral cortical grey matter (normalised for head size)	PGS001634	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25002	Vol. of peripheral cortical grey matter	PGS001633	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25003	Vol. of ventricular cerebrospinal fluid (normalised for head size)	PGS001070	EFO_0008080	cerebrospinal fluid volume measurement
T1_structural_brain_MRI	INI25004	Vol. of ventricular cerebrospinal fluid	PGS001639	EFO_0008080|EFO_0004346	cerebrospinal fluid volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25005	Vol. of grey matter (normalised for head size)	PGS001545	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25006	Vol. of grey matter	PGS001544	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25007	Vol. of white matter (normalised for head size)	PGS001641	EFO_0008320|EFO_0004346	white matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25008	Vol. of white matter	PGS001640	EFO_0008320|EFO_0004346	white matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25009	Vol. of brain, grey+white matter (normalised for head size)	PGS001541	EFO_0008320|EFO_0005420|EFO_0004346	white matter volume measurement|grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25010	Vol. of brain, grey+white matter	PGS001540	EFO_0008320|EFO_0005420|EFO_0004346	white matter volume measurement|grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25011	Vol. of thalamus (L)	PGS001637	EFO_0006935|EFO_0004346	thalamus volume|neuroimaging measurement
T1_structural_brain_MRI	INI25012	Vol. of thalamus (R)	PGS001638	EFO_0006935|EFO_0004346	thalamus volume|neuroimaging measurement
T1_structural_brain_MRI	INI25013	Vol. of caudate (L)	PGS001542	EFO_0004830|EFO_0004346	caudate nucleus volume|neuroimaging measurement
T1_structural_brain_MRI	INI25014	Vol. of caudate (R)	PGS001543	EFO_0004830|EFO_0004346	caudate nucleus volume|neuroimaging measurement
T1_structural_brain_MRI	INI25015	Vol. of putamen (L)	PGS001635	EFO_0006932|EFO_0004346	putamen volume|neuroimaging measurement
T1_structural_brain_MRI	INI25016	Vol. of putamen (R)	PGS001636	EFO_0006932|EFO_0004346	putamen volume|neuroimaging measurement
T1_structural_brain_MRI	INI25017	Vol. of pallidum (L)	PGS001631	EFO_0006933|EFO_0004346	pallidum volume|neuroimaging measurement
T1_structural_brain_MRI	INI25018	Vol. of pallidum (R)	PGS001632	EFO_0006933|EFO_0004346	pallidum volume|neuroimaging measurement
T1_structural_brain_MRI	INI25019	Vol. of hippocampus (L)	PGS001630	EFO_0005035|EFO_0004346	hippocampal volume|neuroimaging measurement
T1_structural_brain_MRI	INI25021	Vol. of amygdala (L)			
T1_structural_brain_MRI	INI25022	Vol. of amygdala (R)			
T1_structural_brain_MRI	INI25023	Vol. of accumbens (L)	PGS001537	EFO_0006931|EFO_0004346	nucleus accumbens volume|neuroimaging measurement
T1_structural_brain_MRI	INI25024	Vol. of accumbens (R)	PGS001538	EFO_0006931|EFO_0004346	nucleus accumbens volume|neuroimaging measurement
T1_structural_brain_MRI	INI25025	Vol. of brain stem + 4th ventricle	PGS001539	EFO_0010303|EFO_0010605|EFO_0004346	fourth ventricle volume measurement|brain stem volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25734	Inverted signal-to-noise ratio in T1			
T1_structural_brain_MRI	INI25782	Vol. of grey matter in Frontal Pole (L)	PGS001560	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25784	Vol. of grey matter in Insular Cortex (L)	PGS001569	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25785	Vol. of grey matter in Insular Cortex (R)	PGS001570	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25786	Vol. of grey matter in Superior Frontal Gyrus (L)	PGS001597	EFO_0006516|EFO_0004346	superior frontal gyrus grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25787	Vol. of grey matter in Superior Frontal Gyrus (R)	PGS001598	EFO_0006516|EFO_0004346	superior frontal gyrus grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25788	Vol. of grey matter in Middle Frontal Gyrus (L)	PGS001577	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25789	Vol. of grey matter in Middle Frontal Gyrus (R)	PGS001578	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25791	Vol. of grey matter in Inferior Frontal Gyrus, pars triangularis (R)	PGS001567	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25793	Vol. of grey matter in Inferior Frontal Gyrus, pars opercularis (R)			
T1_structural_brain_MRI	INI25794	Vol. of grey matter in Precentral Gyrus (L)	PGS001590	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25795	Vol. of grey matter in Precentral Gyrus (R)	PGS001591	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25796	Vol. of grey matter in Temporal Pole (L)	PGS001606	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25797	Vol. of grey matter in Temporal Pole (R)	PGS001607	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25798	Vol. of grey matter in Superior Temporal Gyrus, anterior division (L)	PGS001599	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25799	Vol. of grey matter in Superior Temporal Gyrus, anterior division (R)			
T1_structural_brain_MRI	INI25800	Vol. of grey matter in Superior Temporal Gyrus, posterior division (L)	PGS001600	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25801	Vol. of grey matter in Superior Temporal Gyrus, posterior division (R)			
T1_structural_brain_MRI	INI25803	Vol. of grey matter in Middle Temporal Gyrus, anterior division (R)			
T1_structural_brain_MRI	INI25805	Vol. of grey matter in Middle Temporal Gyrus, posterior division (R)	PGS001579	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25806	Vol. of grey matter in Middle Temporal Gyrus, temporooccipital part (L)			
T1_structural_brain_MRI	INI25807	Vol. of grey matter in Middle Temporal Gyrus, temporooccipital part (R)			
T1_structural_brain_MRI	INI25808	Vol. of grey matter in Inferior Temporal Gyrus, anterior division (L)			
T1_structural_brain_MRI	INI25809	Vol. of grey matter in Inferior Temporal Gyrus, anterior division (R)			
T1_structural_brain_MRI	INI25810	Vol. of grey matter in Inferior Temporal Gyrus, posterior division (L)	PGS001568	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25812	Vol. of grey matter in Inferior Temporal Gyrus, temporooccipital part (L)			
T1_structural_brain_MRI	INI25813	Vol. of grey matter in Inferior Temporal Gyrus, temporooccipital part (R)			
T1_structural_brain_MRI	INI25815	Vol. of grey matter in Postcentral Gyrus (R)			
T1_structural_brain_MRI	INI25817	Vol. of grey matter in Superior Parietal Lobule (R)			
T1_structural_brain_MRI	INI25818	Vol. of grey matter in Supramarginal Gyrus, anterior division (L)			
T1_structural_brain_MRI	INI25820	Vol. of grey matter in Supramarginal Gyrus, posterior division (L)			
T1_structural_brain_MRI	INI25822	Vol. of grey matter in Angular Gyrus (L)			
T1_structural_brain_MRI	INI25825	Vol. of grey matter in Lateral Occipital Cortex, superior division (R)	PGS001575	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25827	Vol. of grey matter in Lateral Occipital Cortex, inferior division (R)	PGS001574	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25828	Vol. of grey matter in Intracalcarine Cortex (L)	PGS001571	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25829	Vol. of grey matter in Intracalcarine Cortex (R)	PGS001142	EFO_0005420	grey matter volume measurement
T1_structural_brain_MRI	INI25830	Vol. of grey matter in Frontal Medial Cortex (L)			
T1_structural_brain_MRI	INI25833	Vol. of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (R)			
T1_structural_brain_MRI	INI25834	Vol. of grey matter in Subcallosal Cortex (L)	PGS001595	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25835	Vol. of grey matter in Subcallosal Cortex (R)	PGS001596	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25837	Vol. of grey matter in Paracingulate Gyrus (R)	PGS001582	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25838	Vol. of grey matter in Cingulate Gyrus, anterior division (L)	PGS001550	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25839	Vol. of grey matter in Cingulate Gyrus, anterior division (R)	PGS001551	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25840	Vol. of grey matter in Cingulate Gyrus, posterior division (L)			
T1_structural_brain_MRI	INI25841	Vol. of grey matter in Cingulate Gyrus, posterior division (R)	PGS001552	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25842	Vol. of grey matter in Precuneous Cortex (L)	PGS001592	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
T1_structural_brain_MRI	INI25845	Vol. of grey matter in Cuneal Cortex (R)	PGS001556	EFO_0005420|EFO_0004346	grey matter volume measurement|neuroimaging measurement
